Bird, MEX, b5fadabd-1c60-446e-8ca7-a2f9f1912ad0, 98, 13746, No update data, 9g3qrwc17zv5
Bird, MEX, af29da6c-8239-4831-b6da-7bacf0bd466c, 53, 7014, No update data, 9g3qrwc1n53m
Bird, MEX, 715dcfe3-8c8e-4207-88a0-a2ecd62265cc, 40, 4582, No update data, 9g3qrwbmw5ck
Bird, MEX, e7cf59b0-768c-49b6-8032-098c1a643c82, 78, 11189, No update data, 9g3qrwc0vm5n
Bird, MEX, d2b92387-ff28-4be1-87af-00dac8236dc8, 99, 13904, No update data, 9g3qrwc0tze5
Bird, MEX, fa75bc7e-91b8-451c-bab9-850895ac7350, 49, 6346, No update data, 9g3qrwbkwrse
Bird, MEX, 602f512f-30a2-4dd8-bf9a-80f233f1967e, 84, 11534, No update data, 9g3qrwd6bezn
Bird, MEX, 0fb4fcfb-cd72-4c38-a76d-b4f089c8179e, 93, 13694, No update data, 9g3qrwd69wgz
Bird, MEX, fb8e76f2-54bc-4365-bb06-34cefca69f98, 73, 9796, No update data, 9g3qrwd69qme
Bird, MEX, 3b1f6e19-ad8a-403d-8cdd-c8b0cad9c09c, 75, 10112, No update data, 9g3qrwbck6q2
Bird, MEX, d626cd79-caf6-439c-88bc-73cd5c2cdf2b, 98, 14529, No update data, 9g3qrwd68ex4
Bird, MEX, df02c93d-c0ab-47ad-9f57-1a9d3603d8b9, 70, 9322, No update data, 9g3qrwd68ebu
Bird, MEX, a5fc0dd2-6266-4729-aa2d-3f9fee257826, 97, 14362, No update data, 9g3qrw9qh2w7
Bird, MEX, 6939ccf5-a76a-42ab-aad7-5b27860f237f, 98, 14529, No update data, 9g3qrw9mugzy
Bird, MEX, dd646694-d668-4ae3-9e8f-41af1e682947, 100, 14062, No update data, 9g3qrw9mumy6
Bird, MEX, bc95b9b5-41c7-44d4-ad12-b19bb6b4e9ca, 93, 13694, No update data, 9g3qrw9mg5ws
Bird, MEX, 870d9ad0-929c-49fd-8339-e806588c4d83, 80, 11523, No update data, 9g3qrwbk1pz2
Bird, MEX, e74cd141-086b-40dc-81ee-6f71df179d69, 99, 13904, No update data, 9g3qrw9ms956
Bird, MEX, 597163a8-d30a-4c8e-8fde-3ff4d5e185ea, 92, 12798, No update data, 9g3qrw9m2w8g
Bird, MEX, 753e96db-aced-4ad2-928d-aeaf64be46da, 88, 12166, No update data, 9g3qrw9n6c52
Bird, MEX, 46ad615d-05fa-4dd0-8d4a-7955559a67bf, 94, 13114, No update data, 9g3qrwbhhvzv
Bird, MEX, 5f794cdb-0ecc-4c78-bdf1-3db4019777c1, 67, 8848, No update data, 9g3qrwb5yj92
Bird, MEX, 9f1b4fd5-a49e-46c1-815f-94ec9f445bdf, 93, 12956, No update data, 9g3qrwb5yj1q
Bird, MEX, 71c049ec-d3df-4304-8adb-2a94f1d1b700, 89, 13026, No update data, 9g3qrwbhj0kf
Bird, MEX, c8b7d6ea-8d97-4853-b841-6618f6145344, 29, 2844, No update data, 9g3qrrph77e8
Bird, MEX, 369150b9-875a-4b41-9945-be1a4ea4a5a1, 93, 12956, No update data, 9g3qrw9hgv0n
Bird, MEX, ca85b8b8-75e2-4a9e-b988-a70467097da7, 89, 12324, No update data, 9g3qrw9982gb
Bird, MEX, 86775db7-cf5f-413a-b415-682906457aca, 80, 10902, No update data, 9g3qrw8udrfj
Bird, MEX, 0ed291bc-9430-4ea5-a2f2-04c0c2122d0f, 67, 8848, No update data, 9g3qrw93r7c1
Bird, MEX, cd219c91-e75c-45cf-991e-54a91711a5da, 17, 1002, No update data, 9g3qrw8ubjvd
Bird, MEX, f0a3c1e8-979b-4b90-9ada-ed049ea82552, 79, 11356, No update data, 9g3qxdpnvtn2
Bird, MEX, 8b35521e-4906-4a78-8465-4c617f28746b, 49, 6004, No update data, 9g3qrqz7cvbd
Bird, MEX, 60309658-3984-41e3-bdc1-8bb584770354, 79, 11356, No update data, 9g3qrqz77u05
Bird, MEX, 3f258e8a-f3d3-40f0-9324-aeeb74939f76, 53, 6636, No update data, 9g3qrwjmc2jw
Bird, MEX, 35f9cf14-cdb8-4a9f-a3dd-4d064cc4a4f9, 94, 13114, No update data, 9g3qrqzhn4pt
Bird, MEX, da8a1841-ee20-4041-9751-72895efd5c8b, 99, 13904, No update data, 9g3qrqz5y13r
Bird, MEX, 7e0e4ebd-6cbb-4d5a-a88d-84177c830967, 97, 13588, No update data, 9g3qrqz5v66v
Bird, MEX, 8531c2a7-ace9-4174-a5fe-d0177c1e0304, 98, 13746, No update data, 9g3qrqz5mqrc
Bird, MEX, 039fd2c7-6bd5-47e4-adcd-14bf7f41d1d8, 76, 10855, No update data, 9g3qrrn988rp
Bird, MEX, 01767ad7-1a47-41a7-8719-98b6547bca7f, 88, 12166, No update data, 9g3qrqz5kv19
Bird, MEX, c5956a6a-cf33-4a50-9805-a815fd46f063, 45, 5678, No update data, 9g3qxdme38d8
Bird, MEX, f9937a84-5abe-46da-ae2a-bfe856dfa576, 43, 5056, No update data, 9g3qrqz593tq
Bird, MEX, f678d7bc-929a-4908-858f-5d51400c2ce6, 84, 11534, No update data, 9g3qrw2z98g8
Bird, MEX, b3eec7f3-f39a-44b6-a848-0ef954edb7aa, 52, 6478, No update data, 9g3qrrn3juh3
Bird, MEX, e83d4d1f-ead4-4b66-bcc4-10ee7453a8a1, 66, 9185, No update data, 9g3qrw83f2x1
Bird, MEX, b96e0327-1eda-40dc-8df5-616d5a0869b4, 89, 12324, No update data, 9g3qrqyfrv43
Bird, MEX, 4bc4c4b0-7061-4c0c-9576-11af1cb887b5, 94, 13861, No update data, 9g3qrrmkqcvy
Bird, MEX, ca42c25e-84c7-42cd-9893-7ce09644b14b, 96, 14195, No update data, 9g3qrrmknyvg
Bird, MEX, 20e7295e-8b68-4b15-8fc9-5302d90f52d1, 92, 13527, No update data, 9g3qrrmknx6x
Bird, MEX, 88bbb651-cd79-41c4-8730-a1504101cd9a, 87, 12692, No update data, 9g3qrqycncvg
Bird, MEX, 4a9bc086-f67a-4b02-85b3-1709215d8d1b, 52, 6847, No update data, 9g3qx3g03441
Bird, MEX, 067d0ab7-d4e2-44bb-a0ca-1af5b330e21a, 78, 10586, No update data, 9g3qx65jzhh4
Bird, MEX, c448110f-f5be-4d60-aea4-02e5ab1de13f, 53, 6636, No update data, 9g3qx6h7pcdm
Bird, MEX, 2834a400-5b1e-4abd-ba53-0b8718b8a2d9, 45, 5372, No update data, 9g3qx1z7dwhu
Bird, MEX, 75a20529-bce1-4e8d-ae1d-3e3493a6a3b2, 61, 7900, No update data, 9g3qx6jekfxt
Bird, MEX, 76ebda4d-006e-4ba3-9587-5f5e889e0f17, 46, 5845, No update data, 9g3qx1eu8jv6
Bird, MEX, af25ac7f-7488-46a2-bba8-227d573f4899, 81, 11690, No update data, 9g3qrqycn0xe
Bird, MEX, 2adc703e-2001-444f-a2c0-c6e512e6fe77, 90, 12482, No update data, 9g3qrqvc027c
Bird, MEX, 36ea3c86-9686-4c95-8c44-4eebff32b617, 83, 12024, No update data, 9g3qrrjr79xu
Bird, MEX, a61428f1-a0e2-4a3c-93b9-4d1385d25a48, 98, 14529, No update data, 9g3qrw2neg84
Bird, MEX, e9e2d3de-8166-4982-bbda-4ae923998cfe, 94, 13861, No update data, 9g3qrw2n7gv1
Bird, MEX, df93345a-4f11-4909-8624-0e716358e24b, 97, 14362, No update data, 9g3qrw2nk171
Bird, MEX, b34764a8-3864-4656-9240-44cd702fd848, 97, 14362, No update data, 9g3qrw2nhh50
Bird, MEX, 4e1e88c1-1417-42d6-a3ce-dbde7a39206b, 56, 7110, No update data, 9g3qrqrtvmff
Bird, MEX, 363b3bce-ec38-46da-ab9b-12a488de1d20, 28, 2686, No update data, 9g3qrrjnwedd
Bird, MEX, 52618a15-9815-45f2-b8a2-b165881f22d3, 42, 4898, No update data, 9g3qrqtttqpc
Bird, MEX, aeaa6d1f-a6b8-4f27-906c-3f7f67552425, 82, 11857, No update data, 9g3qrrjntqpf
Bird, MEX, cf5a97c6-675d-45bf-8fee-7c3a4ec2a8fa, 80, 11523, No update data, 9g3qrrkbq1xk
Bird, MEX, d8a14599-6bfe-4b25-b186-a541cf79debb, 93, 13694, No update data, 9g3qrrkbqhc2
Bird, MEX, 10ffbbb2-add7-4443-aa19-fafc974c2154, 80, 10902, No update data, 9g3qrrkbm7xb
Bird, MEX, b9f2e003-38e0-4343-acd7-fd9e98df253b, 98, 14529, No update data, 9g3qrrkbhuzx
Bird, MEX, 265e49bb-58ef-41e2-845e-a391477aba41, 100, 14062, No update data, 9g3qrqqgyn3m
Bird, MEX, 469232de-5033-4492-ab10-a241010f39e0, 75, 10112, No update data, 9g3qrrm5290b
Bird, MEX, b8b70173-8d1f-4bd2-b0c9-6939480df112, 98, 13746, No update data, 9g3qrqqgvgeh
Bird, MEX, 51e939ad-e713-4cb6-8ad4-366d55ad5fe8, 66, 9185, No update data, 9g3qrrkc53gs
Bird, MEX, cd8318aa-40bd-4394-94bd-550d5d26c441, 87, 12008, No update data, 9g3qrrkcf90j
Bird, MEX, f74d898f-f41b-4339-88c9-44ad498d2e51, 47, 6012, No update data, 9g3qrrk8v7zz
Bird, MEX, b28039e5-de03-41cb-8696-4e12bd92fe04, 64, 8374, No update data, 9g3qrrhe0xnu
Bird, MEX, fff7de3e-f6ac-4a70-b9fa-c2e8e233a92c, 71, 10020, No update data, 9g3qrrh3jsyp
Bird, MEX, c7114e2c-0905-4d61-9920-42fad589c507, 83, 12024, No update data, 9g3qrrh3ssud
Bird, MEX, 9d9a3ec4-8f60-439b-8695-cbd9ee9b8561, 57, 7682, No update data, 9g3qrrh2g1nt
Bird, MEX, bb115ad8-e7af-4237-add6-e4722829175e, 60, 8183, No update data, 9g3qrrk2j0kd
Bird, MEX, 9addfaad-3210-42cc-95ef-73fdc32e64fa, 66, 8690, No update data, 9g3qrqupkzpx
Bird, MEX, 1edf68d5-b730-48b5-b90a-f83781606aa4, 52, 6847, No update data, 9g3qrqup7wxg
Bird, MEX, 8cc971a7-fa87-4801-91bd-10533cd2efcf, 70, 9322, No update data, 9g3qrqnxj5sw
Bird, MEX, 25961c1b-5404-4b1a-aeba-bb6b90080ad3, 40, 4843, No update data, 9g3qrqnxhg1d
Bird, MEX, 5704481c-ce9c-4984-b3fe-3309b2bb35c6, 94, 13114, No update data, 9g3qrqup6tbp
Bird, MEX, 8793b646-0ae1-44fd-b939-448a4d202166, 55, 7348, No update data, 9g3qrqnwujg1
Bird, MEX, 52ef40ac-7cbf-45c9-824a-66d0a67a0427, 34, 3841, No update data, 9g3qrqnwtm4g
Bird, MEX, 667ba7ba-9dcf-4bcf-b265-20918b3797ae, 67, 9352, No update data, 9g3qrqnwkngh
Bird, MEX, 5314e9b2-4b58-4fd5-a271-6f6da52cb824, 54, 7181, No update data, 9g3qrqnw43f5
Bird, MEX, 0c389474-6479-4a7a-b421-35c3ec109e67, 62, 8517, No update data, 9g3qrqgvy6km
Bird, MEX, 17c0842b-275f-474f-b3c3-3b05474c97e4, 98, 13746, No update data, 9g3qrr7bn5rm
Bird, MEX, adfab007-ed34-45e6-82e0-a166b08fc974, 94, 13861, No update data, 9g3qrr5zyp3h
Bird, MEX, ca1f835a-93b4-4075-a803-5b1c3d935b15, 97, 13588, No update data, 9g3qrr5zhtum
Bird, MEX, e0a06fe4-5120-4429-b644-460c93f11840, 98, 13746, No update data, 9g3qrr5zuv1r
Bird, MEX, 3b993380-e438-485d-bedf-fe2863fb803e, 100, 14062, No update data, 9g3qrr5zk07h
Bird, MEX, 1acfaf02-8a82-4144-964c-c6c7bb75c29c, 72, 9638, No update data, 9g3qrr5z7guf
Bird, MEX, 40f86973-1f20-42e8-a84b-6a22b22ccdda, 64, 8374, No update data, 9g3qrw07gtcc
Bird, MEX, c2fa3a44-a28b-4a9a-8d51-50a92f75fceb, 66, 8690, No update data, 9g3qrqp4xshm
Bird, MEX, 0264dc96-f98c-4e17-b0f9-144cedc198c2, 66, 6490, No update data, 9g3qrqgd5j87
Bird, MEX, 49e845a6-2d12-496c-adea-472cd9b3e7fd, 79, 11356, No update data, 9g3qrr5mv2fg
Bird, MEX, 1d818a0b-bad3-4f7f-a16a-a1379c554144, 60, 7742, No update data, 9g3qrqk8z79h
Bird, MEX, c5fc83bb-650f-4884-b482-064c01513d94, 72, 10187, No update data, 9g3qrqn37wcu
Bird, MEX, 8f454d4f-e588-4d12-b555-8485cf984691, 79, 10744, No update data, 9g3qrqhzs8kw
Bird, MEX, eca290c1-7757-41b5-a4b6-8ae789856091, 89, 12324, No update data, 9g3qrqk8rq30
Bird, MEX, 57356cb7-9b8e-4860-9066-f2f04c10a3a6, 81, 11690, No update data, 9g3qrq7zb65f
Bird, MEX, 0db06062-bda8-4329-94e4-c2cf1c8b5f09, 38, 4509, No update data, 9g3qrq7uw8z8
Bird, MEX, 787bf98b-2e98-4841-9167-001737f1e113, 82, 11218, No update data, 9g3qrqj8gt3x
Bird, MEX, 7974228b-748e-4ce0-acf0-0c07c4908c14, 76, 10855, No update data, 9g3qrq7rz6xn
Bird, MEX, a0e76f46-dfdf-455d-82f9-2a40a1c7c788, 60, 7742, No update data, 9g3qrqfuetzb
Bird, MEX, 10f987de-cd02-40c6-93cd-1cbac04e129c, 81, 11060, No update data, 9g3qrqj2ewzy
Bird, MEX, 146617df-7593-4d59-90e1-ef93f831f844, 97, 13588, No update data, 9g3qrqj2e5nx
Bird, MEX, cadae79b-2cc0-4e59-ae68-6b363d142f3b, 51, 6320, No update data, 9g3qrqj2dn5c
Bird, MEX, 1dbf4180-def8-4a7e-ade4-b1a8bded8017, 78, 11189, No update data, 9g3qrqj2h4g0
Bird, MEX, d2177283-ad35-46fe-803a-27db5823167b, 87, 12008, No update data, 9g3qrqfsy8x9
Bird, MEX, d3d30294-911b-470f-92c2-59075c86cd9c, 81, 11060, No update data, 9g3qrqfs5bhb
Bird, MEX, 2c9501e3-aa9e-459e-8159-a5139f525ec0, 92, 12798, No update data, 9g3qrq7n9gye
Bird, MEX, 4d4c893a-5b53-43e6-89bd-6fc06ea46e9f, 81, 11690, No update data, 9g3qrqhh6w84
Bird, MEX, 53c117e6-9625-4fcd-9422-3f20a87dbb4b, 96, 14195, No update data, 9g3qrqh5fw05
Bird, MEX, a344f099-559d-4851-8a81-a97fe4bdadfc, 92, 13527, No update data, 9g3qrqdejphs
Bird, MEX, 90f14dd4-a852-44d6-87fb-7f03d3b25674, 92, 13527, No update data, 9g3qrqdej4u9
Bird, MEX, 5c22c195-0367-44cb-88f3-1524b2212f56, 93, 13694, No update data, 9g3qrqdehvck
Bird, MEX, 3cea3d84-c7d5-4b18-a369-16dd9c3ffcfb, 91, 13360, No update data, 9g3qrqdehu9k
Bird, MEX, 9b7ca55f-0d7d-4170-9034-f08b43c4cf97, 80, 11523, No update data, 9g3qrqh564e9
Bird, MEX, 34282fb3-9357-4808-a12c-555d535668bb, 53, 6636, No update data, 9g3qrqh4gq7m
Bird, MEX, 40245afa-7f70-451c-bdea-f8ba6c71104d, 81, 11690, No update data, 9g3qrqddugcq
Bird, MEX, 82f371eb-9376-4e75-af16-c7c949307882, 92, 13527, No update data, 9g3qrqdduryp
Bird, MEX, 82b9e168-4a67-4967-a55a-f9f724dbc853, 31, 3340, No update data, 9g3qrqh4g5bq
Bird, MEX, 2988f308-13f1-4751-95fa-35813da28df6, 96, 13430, No update data, 9g3qrqh46w84
Bird, MEX, 9f9956af-b24b-4c29-9c2b-49b633e413e4, 61, 8350, No update data, 9g3qrmvdx29p
Bird, MEX, 3b89cb4f-113c-4cd8-897e-b0a1017f346f, 80, 10902, No update data, 9g3qrqdmhxhk
Bird, MEX, 9f23b216-80ab-42f2-a04c-97969b93cc9f, 39, 4424, No update data, 9g3qrqh12jts
Bird, MEX, 36930ce4-ff02-4a05-bd94-35e3a3eb3618, 97, 13588, No update data, 9g3qrq6ghws2
Bird, MEX, fa4b83d2-8a35-4e9b-91e4-7fe8f1831641, 100, 14062, No update data, 9g3qrq6ghkn0
Bird, MEX, 9a2c7fa9-6eac-4b02-b0fc-fe2c63489b95, 97, 13588, No update data, 9g3qrq6g7e3x
Bird, MEX, 47a7e700-3900-4c01-b579-e5f2e54af91a, 76, 10270, No update data, 9g3qrq6g5szy
Bird, MEX, 298fb3c6-3220-494f-8f0b-50ec96755572, 51, 6680, No update data, 9g3qrmtqyqsr
Bird, MEX, e63bfe54-3792-4c92-9f0d-6da07eee8d5e, 54, 7181, No update data, 9g3qx14nmjtx
Bird, MEX, 34df913e-78f0-44ab-bf43-1723d0a6cd6f, 63, 8684, No update data, 9g3qx14nf7pg
Bird, MEX, a3eba298-0281-4595-a23a-7ddb6557fddb, 61, 7900, No update data, 9g3qx169g2k6
Bird, MEX, f91e09e9-ea15-467e-82b7-f3f9e5b7bb10, 42, 4898, No update data, 9g3qx169gw1q
Bird, MEX, 7f6ca25f-4431-43c0-afbe-55f6c819c345, 38, 4509, No update data, 9g3qx16eu06f
Bird, MEX, 0789fa5d-f0ae-4e9f-ac02-d1d021684dbc, 89, 13026, No update data, 9g3qx16egfht
Bird, MEX, 12282466-add3-49c5-be39-c05ba110dfda, 70, 9322, No update data, 9g3qx165kndv
Bird, MEX, 202439d1-5dff-4af9-bed6-de3cf54c9926, 94, 13861, No update data, 9g3qx165d5uw
Bird, MEX, da2d5e8c-3fa9-477f-8462-f46f7fc45d83, 57, 7682, No update data, 9g3qx133xn7w
Bird, MEX, c4cab35e-4da0-44f0-a8e6-87de6c2dd621, 93, 13694, No update data, 9g3qx165frpu
Bird, MEX, 268bd2db-7cfe-4d31-a25b-6b9fc1ed04ae, 78, 10586, No update data, 9g3qx136wqjk
Bird, MEX, 022c22a1-1858-4849-9b8c-916289397f49, 40, 4582, No update data, 9g3qx136tdmt
Bird, MEX, b39fdda4-2197-45d2-9ddd-a27a86751069, 62, 8517, No update data, 9g3qx136y0bv
Bird, MEX, 579bfe5a-b93b-4c12-b68c-4b4d6023b72a, 21, 1580, No update data, 9g3qx13tn8dq
Bird, MEX, 9cb45956-203d-42bb-82f9-c6ae7f78ebd9, 39, 4676, No update data, 9g3qx123c51g
Bird, MEX, e74a9013-1dc0-4fcb-996b-cd0b727ba107, 48, 6179, No update data, 9g3qx1d5v3dd
Bird, MEX, 4e3d3f6f-3e6e-4a46-bdad-4f8053b6a651, 72, 9638, No update data, 9g3qx1dkbkem
Bird, MEX, a2d7d22d-3f5c-4f65-bf12-93d3d07e0563, 53, 6636, No update data, 9g3qwbz67yme
Bird, MEX, e7312e33-f91e-4d59-845b-90115961ba06, 85, 11692, No update data, 9g3qx19jny29
Bird, MEX, 16f4896b-9d0e-4eb1-8b95-d3546e1b8bc5, 87, 12692, No update data, 9g3qx19q20b3
Bird, MEX, b8eabe54-76e5-4543-b308-756c93c1e9b7, 22, 1837, No update data, 9g3qwcrsvg5g
Bird, MEX, b1093762-c14a-41a5-85c6-f7b498f43cc9, 87, 12692, No update data, 9g3qwcxz34rg
Bird, MEX, 85e97a58-1d81-4cd7-9e09-fe1f8cdfe982, 36, 4175, No update data, 9g3qwbpq1rsb
Bird, MEX, a5a1f6d0-8a7d-44c9-80d0-1800f742af8a, 73, 9796, No update data, 9g3qwcxxq6j3
Bird, MEX, 50e496fe-acc6-47ca-a5b8-1efbc60c2a05, 57, 7268, No update data, 9g3qwcmcpn79
Bird, MEX, aad21831-d491-4fd9-94d9-d973a1c56486, 79, 11356, No update data, 9g3qwbtdxn7t
Bird, MEX, 28b491cb-a630-4237-ac0c-02d5bf548f1e, 29, 3006, No update data, 9g3qwbmb3mhg
Bird, MEX, b828c473-1a2a-440d-9278-808eb2998382, 52, 6847, No update data, 9g3qx45rs6qn
Bird, MEX, 536b2426-b4dd-4e8c-a3db-2785778e4447, 60, 8183, No update data, 9g3qx42cj6ft
Bird, MEX, 5569e989-5b08-440a-b449-9b205dc8604e, 79, 11356, No update data, 9g3qwctqpmqg
Bird, MEX, e349854b-51ba-4a83-9fe8-d7f5c44e276a, 75, 10688, No update data, 9g3qx43jvs8w
Bird, MEX, df457aa2-d3b2-4a8a-bdef-14c31e9b4d4c, 70, 9853, No update data, 9g3qwckhzk9t
Bird, MEX, b369cab7-526e-4c70-8ae7-200a3aed6b82, 44, 5214, No update data, 9g3qwc7usrjf
Bird, MEX, 9e6eb2cc-151c-41cf-b87d-1b4a3136c193, 96, 14195, No update data, 9g3qwcu0ed9p
Bird, MEX, 501be666-d335-4457-ab76-2a8edc4d21aa, 92, 13527, No update data, 9g3qwcu06dmg
Bird, MEX, e66d46b2-f80a-4d16-95f6-254a51a7f7c0, 97, 14362, No update data, 9g3qwcu06r12
Bird, MEX, 351478a2-66bf-4bf1-a057-5f69666337c7, 93, 13694, No update data, 9g3qwcu0dyfb
Bird, MEX, 8a5f8969-e977-47d0-89e8-177cecbd6284, 93, 13694, No update data, 9g3qwcu0dmc6
Bird, MEX, b851c8f5-1734-4cca-8fe8-4381e0ad3cd5, 90, 13193, No update data, 9g3qwcezuyx1
Bird, MEX, 22910612-d79d-4d1d-8a47-93a748946295, 91, 12640, No update data, 9g3qwfhgkg2c
Bird, MEX, fa6d6dac-8509-43d6-af60-a33240a73acc, 49, 6346, No update data, 9g3qx4ey6r9t
Bird, MEX, 8005ba09-2c01-4116-8492-59df98519338, 64, 8851, No update data, 9g3qwc7q15py
Bird, MEX, 053a44d7-a473-41e6-bd95-c0328d7e3293, 80, 11523, No update data, 9g3qx4str6qu
Bird, MEX, 7a0d79cb-8eca-4f34-ac29-ffc435f83d8a, 55, 6952, No update data, 9g3qwb75rrwd
Bird, MEX, 72e36f5b-e676-4e7b-b9ff-81fbb21e0016, 66, 8690, No update data, 9g3qwb6g70tz
Bird, MEX, 0b9d6f82-1e0d-4a40-ad04-5b125184aadc, 45, 5372, No update data, 9g3qwb6sjxbd
Bird, MEX, 357ad6ce-53f1-45b7-a9e6-28b31bf56eee, 81, 11690, No update data, 9g3qwftbvqd6
Bird, MEX, 3843e841-bdae-4433-a5e0-daddf5c3ffe8, 69, 9164, No update data, 9g3qwb6s66xe
Bird, MEX, 90430749-fe96-41aa-9a4d-b815dc635638, 65, 9018, No update data, 9g3qwb6s3t7j
Bird, MEX, 3bbfd342-cfad-4469-abfa-34acb2b9da62, 84, 11534, No update data, 9g3qwftfp7wc
Bird, MEX, 1ba4c88b-a205-4db7-b25a-1123e66a39ce, 66, 9185, No update data, 9g3qwb6s2zus
Bird, MEX, 5a33c1eb-02b3-406f-a95e-2fd03b186eb0, 15, 668, No update data, 9g3qwbf5x2nx
Bird, MEX, b0bb05e8-df70-4e2f-b18f-1ef393c5d5a3, 85, 11692, No update data, 9g3qx4v4kz11
Bird, MEX, 8cd5577b-6311-444b-8083-77e0c8426292, 48, 5846, No update data, 9g3qwcg18gj6
Bird, MEX, 20df28f7-f150-47f2-a8fe-ffda21700e8e, 96, 14195, No update data, 9g3qwcg12r76
Bird, MEX, aa527581-6fc4-409b-b8e0-b3635027d509, 98, 14529, No update data, 9g3qwcfcru1y
Bird, MEX, a6202460-6357-48e1-a954-45b9a93fe874, 98, 14529, No update data, 9g3qwcg1b1w6
Bird, MEX, 8382eacb-4773-492e-a1a8-119957d47c32, 73, 10354, No update data, 9g3qwcfbh30b
Bird, MEX, 16e94ea3-6f8c-4d51-906d-87967ef2fb18, 96, 14195, No update data, 9g3qwcfcnkv0
Bird, MEX, 0463673d-ff0a-45ca-bf5f-ff9b347aa0e1, 83, 12024, No update data, 9g3qwcg1bjbj
Bird, MEX, f0b68db4-299f-4f3f-a0d9-382dce16149d, 97, 14362, No update data, 9g3qwcfcxkct
Bird, MEX, 508b82b7-b313-4b6c-bf18-0b7a33c82dcd, 98, 14529, No update data, 9g3qwcfcqxdh
Bird, MEX, 309eda43-94f5-4b7d-98a1-796e2363cb63, 94, 13861, No update data, 9g3qwcfcmb7x
Bird, MEX, fa744bfe-c761-4286-aff0-ae97523556bc, 65, 8532, No update data, 9g3qx4bebjth
Bird, MEX, fd8e3b0e-66c4-4876-9ede-7adba1ca50ee, 99, 14696, No update data, 9g3qwcfcqn9y
Bird, MEX, 58465b20-d603-4716-bd42-1e84cf544e64, 98, 14529, No update data, 9g3qwcfcw11v
Bird, MEX, e372bcae-dd14-47af-ab7e-92765062c6c7, 81, 11690, No update data, 9g3qwcfcwhwg
Bird, MEX, ae5afafa-db9b-492f-8022-7e80cf062d28, 87, 12692, No update data, 9g3qwcfct9jt
Bird, MEX, f30ec5b7-c6d6-4612-b167-9558c304f9ab, 64, 8851, No update data, 9g3qwcfbgrhj
Bird, MEX, f70e88ab-aa4d-46e3-99b2-0a27eeff256f, 71, 9480, No update data, 9g3qwft6m763
Bird, MEX, 2f4db6f2-2f1b-45b9-8f70-15d668a61a71, 48, 5846, No update data, 9g3qwft6mkd3
Bird, MEX, 2f123b67-cc30-478d-a1a0-1132941913f7, 94, 13114, No update data, 9g3qwc1yk608
Bird, MEX, 68638eda-c186-475d-9cdd-843b4131a187, 66, 9185, No update data, 9g3qwc1c0wcm
Bird, MEX, 683fd16c-afff-4ff6-965a-85486d942c60, 42, 5177, No update data, 9g3qwbcdxz9v
Bird, MEX, 712d542b-07b3-438f-8fd0-429cf43d1c3c, 46, 5530, No update data, 9g3qwb3yn0wv
Bird, MEX, 0e207656-963c-4289-8131-da20d5cb5a13, 53, 6636, No update data, 9g3qwb3vtem6
Bird, MEX, c08a6bd5-6b84-4f46-949e-083b3a23b03e, 88, 12859, No update data, 9g3qwf78hfzh
Bird, MEX, 8f74d211-c301-4bcd-85bd-d6dbedcba3cb, 60, 7742, No update data, 9g3qwftk1n3d
Bird, MEX, af34d748-d3f0-41f3-bf06-d997fcbe0678, 72, 9638, No update data, 9g3qwfsruxhn
Bird, MEX, c58abeb3-e5df-4b49-bced-5ef486cb6d68, 83, 12024, No update data, 9g3qwf62hmtw
Bird, MEX, c3f0347d-ca67-4204-8f67-628c3e5d99f6, 76, 10855, No update data, 9g3qwf4ksbd4
Bird, MEX, 1c575c4a-b28b-453e-b834-bd235ebb0a60, 100, 14062, No update data, 9g3qwfdqwe44
Bird, MEX, b59f9481-add1-4790-8fd0-3708ec038502, 98, 14529, No update data, 9g3qwcf63pcw
Bird, MEX, 4b53fac0-d2d7-446f-b5ca-a4a704458ed1, 94, 13861, No update data, 9g3qwcf62sw2
Bird, MEX, 71f38c6e-9a53-4215-b99c-7c646e976a4f, 98, 14529, No update data, 9g3qwcf6113d
Bird, MEX, a4d45fc9-5f18-49e2-ac64-d35924aeac3d, 62, 8517, No update data, 9g3qwcc8t0jr
Bird, MEX, 95246fe2-f4b1-4954-bfcb-2450d60c87e7, 100, 14062, No update data, 9g3qwf1juz4j
Bird, MEX, b85c98bb-7b17-480f-b895-aa0d5bd2211d, 85, 12358, No update data, 9g3qwf1jh7t8
Bird, MEX, 2fc7d763-f6ff-4cdf-8287-24d24562b60a, 97, 14362, No update data, 9g3qwc3tbfht
Bird, MEX, 5242b077-2e7d-44f4-b8e2-b84b67a09954, 47, 5688, No update data, 9g3qwf03ncn3
Bird, MEX, 49099321-bb55-41d0-8339-8c3b325b1500, 71, 9480, No update data, 9g3qwf8h742g
Bird, MEX, 67de77e0-11fd-48df-905e-5201d588f059, 45, 5372, No update data, 9g3qwc86tem7
Bird, MEX, 252b2f05-de86-4456-b18e-165a5cf781db, 80, 10902, No update data, 9g3qwc86sy6n
Bird, MEX, 7cf1a314-1217-4a1b-af3d-68659a46c11f, 79, 10744, No update data, 9g3qwc2tppe3
Bird, MEX, 66afb9cc-e814-4e61-8497-1fc2d5cb01f8, 98, 14529, No update data, 9g3qw9zggms5
Bird, MEX, efc24087-6b9b-4946-8990-2ab6bfd2ad02, 99, 14696, No update data, 9g3qw9zgfcdd
