Bird, MEX, 35e070ac-9622-4641-813a-d0aaf19ac27a, 55, 6952, No update data, 9g3qrwfujsq7
Bird, MEX, 61018724-9135-4d5a-950d-983225954bf5, 92, 13527, No update data, 9g3qrx1brth3
Bird, MEX, bab04e7f-8aa6-406d-82af-0919c221c7ac, 91, 13360, No update data, 9g3qrx1brq95
Bird, MEX, c7a8ff46-f651-4863-a64c-fed79f63731e, 92, 13527, No update data, 9g3qrx1bqdrb
Bird, MEX, a2a349d1-8fe0-4659-8409-ddd3e67f2a0b, 60, 5782, No update data, 9g3qrx1bnyw1
Bird, MEX, 3d5bb277-0baa-4567-8d7e-2f1e978d3b4c, 92, 13527, No update data, 9g3qx935nwdg
Bird, MEX, 3805af7d-6211-47ce-a69a-3cfdc4d4f5dd, 49, 6346, No update data, 9g3qx9u2meq2
Bird, MEX, 8c2acbdb-a123-4243-823b-30b00e48b022, 53, 6636, No update data, 9g3qrwczrp4z
Bird, MEX, 12097490-68fa-430f-b85a-149b9ee69074, 87, 12008, No update data, 9g3qrwczrkxr
Bird, MEX, 65eccf86-62fe-4c17-8746-3361da669192, 42, 5177, No update data, 9g3qx9u2vt21
Bird, MEX, 5deeee98-cbdc-4351-9b4a-c381294c4aeb, 83, 11376, No update data, 9g3qrwg0ky39
Bird, MEX, 283fe95a-73cf-4659-953d-5984cf9aca7b, 38, 4509, No update data, 9g3qx9ep44ef
Bird, MEX, 7141a055-57ad-4bbb-ad4f-d5be88d0f05e, 56, 7515, No update data, 9g3qrx0gppfb
Bird, MEX, cd5de1e6-c85d-4e32-9d65-d1ef6ac1f062, 49, 6004, No update data, 9g3qx99fu7qm
Bird, MEX, cc1ddd04-6a37-4362-b843-d1d562aae074, 94, 13114, No update data, 9g3qrwcrq0rs
Bird, MEX, 08cbcc8f-68b3-49ce-88bf-2d83e24323d5, 83, 11376, No update data, 9g3qrx0fp06f
Bird, MEX, 3811ff64-c2a8-47c7-a7a7-a930996c39d1, 47, 6012, No update data, 9g3qrx0fg35t
Bird, MEX, ec6ef8b6-32c9-4b48-be83-4abe16356504, 84, 11534, No update data, 9g3qrweuwmkt
Bird, MEX, f3b140c8-96c7-460c-ac98-8e99529a1ca4, 60, 7742, No update data, 9g3qrwshpbr9
Bird, MEX, 824a24f4-d8aa-47ed-9e8e-4126ea6d3a2e, 48, 6179, No update data, 9g3qrx0nw3sx
Bird, MEX, 7464462f-6c4d-4769-8f0c-99ed5a9ac3f5, 63, 8684, No update data, 9g3qrwcnw94f
Bird, MEX, 493453fe-d74f-4693-b501-444c72c9ee6e, 70, 9322, No update data, 9g3qrws6cyph
Bird, MEX, 316754ef-a08c-44ae-8fcc-6cc8abc57202, 94, 13861, No update data, 9g3qrwcnsse2
Bird, MEX, 7755e9d9-229b-474e-833c-97a74f8208c3, 40, 3422, No update data, 9g3qrweeyrhd
Bird, MEX, 2754fb4f-d2d7-434e-a8be-0e9225e0f191, 53, 6636, No update data, 9g3qrx0jyppd
Bird, MEX, 3b129dc4-b82a-4ac4-bec6-72d5f4ab70e1, 97, 13588, No update data, 9g3qrwcnkupg
Bird, MEX, 54b6d911-2950-4ddd-9798-ee2c0305269e, 96, 13430, No update data, 9g3qrwcnjkgp
Bird, MEX, 2f2da968-e408-4128-8aa5-b48be50a1eed, 81, 11690, No update data, 9g3qrwt37j09
Bird, MEX, 5d85c395-a2c3-4e49-9414-4f68f23bfb2e, 92, 13527, No update data, 9g3qrwcnhhem
Bird, MEX, 05831340-6585-45c7-89d1-a9cc48dc380c, 93, 13694, No update data, 9g3qrwcnhh53
Bird, MEX, 80e3f1ae-a5fd-4965-95da-36ab61ba45f9, 93, 13694, No update data, 9g3qrwcn6ge2
Bird, MEX, 6721938c-484b-4324-9701-02c790c92917, 97, 13588, No update data, 9g3qrwcn5nyd
Bird, MEX, 4790ff36-683b-42dc-b656-d27723b1e2ba, 52, 6847, No update data, 9g3qrx0d30p6
Bird, MEX, 0549a80b-5131-43c4-8360-32671ba0827c, 45, 5372, No update data, 9g3qrx0d2ez4
Bird, MEX, 2ef3576a-9b47-4f8f-993b-fb66aa833701, 96, 13430, No update data, 9g3qrwcdnumg
Bird, MEX, b18a40fb-1b19-410b-b26b-026ec46ed46a, 69, 9686, No update data, 9g3qrwcn0s2g
Bird, MEX, 41023337-587c-4d84-863e-1befa510e756, 74, 10521, No update data, 9g3qx9gkn7hw
Bird, MEX, cc62ef2f-e3b8-447f-bb06-c68a77a7b658, 96, 13430, No update data, 9g3qrwcjc0z7
Bird, MEX, 84261030-0cf3-4764-a8bb-897d59a84907, 46, 5530, No update data, 9g3qrwbvzc4t
Bird, MEX, 5748cb6a-0ed4-4dbc-a4f0-c578b24298e9, 62, 8517, No update data, 9g3qrwdtfdj7
Bird, MEX, f18fb170-49ec-440c-a28f-af9aac225966, 31, 3340, No update data, 9g3qrwcd0xz0
Bird, MEX, 44444d83-19c6-4f8b-8721-fd79269aaf1e, 66, 9185, No update data, 9g3qrwc5vpsy
Bird, MEX, 299f8693-6315-4dd2-80c1-afd4c87d57d2, 51, 6680, No update data, 9g3qrwc5gy2n
Bird, MEX, fd3ab9b3-4b38-410f-b516-535b73eeb9d6, 72, 10187, No update data, 9g3qrwc4tmep
Bird, MEX, 5f2ef285-08bb-46d1-a2b1-ca0a4b7133f6, 81, 11690, No update data, 9g3qrwbw12m6
Bird, MEX, ed2932ff-591b-479f-a910-20b211c338fd, 96, 13430, No update data, 9g3qrwbt6zg7
Bird, MEX, 9f1b065e-3c51-4d61-a3a9-0794da215166, 92, 12798, No update data, 9g3qrwc1s7bh
Bird, MEX, 9125b348-1d44-4820-aabb-4e8904457b6e, 80, 10902, No update data, 9g3qrwc1sh5q
Bird, MEX, 609a8056-5247-4a92-b9dc-30be923de3ca, 80, 11523, No update data, 9g3qrwc1egt4
Bird, MEX, bd95dea8-5d9b-4e8a-8369-c5450f8cab3d, 51, 6320, No update data, 9g3qrwd6zz6e
Bird, MEX, b5668023-e8a8-4a49-9510-c935d1231af7, 52, 6478, No update data, 9g3qxcdv346e
Bird, MEX, 0e1a4c5b-f39b-4be0-a51d-98f9dd914271, 65, 8532, No update data, 9g3qrrqfrq31
Bird, MEX, a8061444-5285-43f4-aa1b-99578432dc9e, 81, 11690, No update data, 9g3qrw9r1h67
Bird, MEX, b798e231-b948-45ea-a2b8-dac1a4f1379a, 79, 10744, No update data, 9g3qrwbc1y88
Bird, MEX, d46a60e7-30f7-4b7d-9dc8-b133d5abe21a, 58, 7426, No update data, 9g3qx9c6jtwn
Bird, MEX, 5c5d74b2-8d7f-4304-a6fa-bff931b00935, 98, 13746, No update data, 9g3qrw9mku1e
Bird, MEX, 6319ac1b-bd3e-49e6-9476-e61a6591eae0, 94, 13114, No update data, 9g3qrw9mc7md
Bird, MEX, 133723b8-9d57-4251-b91c-715ce7483df1, 93, 13694, No update data, 9g3qrw9np7rm
Bird, MEX, 4e40bd37-ed1b-4a7b-bc67-78a44871fb65, 90, 13193, No update data, 9g3qrw9mk2qk
Bird, MEX, bfceb5c2-3a48-414c-9fdd-75a9784639fa, 100, 14062, No update data, 9g3qrw9jzzpd
Bird, MEX, 65cff338-d0cf-40d3-8193-b1358655873e, 90, 13193, No update data, 9g3qrw9mk1gq
Bird, MEX, b94f2371-5b8f-47f8-90d8-b8c612dbd2d4, 98, 14529, No update data, 9g3qrw9np8s7
Bird, MEX, 41fc4b61-cdb2-437e-b9d5-887bb1cc1acc, 94, 13114, No update data, 9g3qrw9jzy4s
Bird, MEX, a019efe0-7b0c-42df-81ce-27cb3bbf8887, 73, 10354, No update data, 9g3qxcdyqzq6
Bird, MEX, bd9dac88-d4ac-4027-a455-0367d7549bbd, 70, 9322, No update data, 9g3qxcdyutgt
Bird, MEX, 8170b27d-f137-47eb-b927-c55a4c694a91, 91, 13360, No update data, 9g3qrw9jzqpk
Bird, MEX, de7d1fc0-303d-4ded-a151-952b7fb201de, 90, 13193, No update data, 9g3qrw9jzdh7
Bird, MEX, 19421a37-328d-419b-ae15-1fd7ff34de7c, 67, 9352, No update data, 9g3qrwbhnwdb
Bird, MEX, 1e5c950c-93d2-4158-9c7f-bf079d9fe8f6, 70, 9322, No update data, 9g3qxcdyycw6
Bird, MEX, 42c7bfd2-e735-4082-9923-729e89516f8d, 88, 12859, No update data, 9g3qrwd152gt
Bird, MEX, efcabba6-308a-4a92-abd6-87b31b28caa7, 76, 10270, No update data, 9g3qx9c7vg7n
Bird, MEX, 4568dccb-1d47-46a5-b355-738704fd1ab0, 99, 13904, No update data, 9g3qrw9hw8zp
Bird, MEX, e6731a04-7cfa-464a-83d9-e60fc779ee55, 73, 10354, No update data, 9g3qrw7s567x
Bird, MEX, 72b09e4b-256e-4b2b-af91-6c71d973b15d, 60, 8183, No update data, 9g3qx65t02ez
Bird, MEX, cfc2535a-a052-4b56-b42e-b5f6e09343ff, 58, 7426, No update data, 9g3qx1z1xmbf
Bird, MEX, fe6a4a75-799d-405f-b205-19e2cc7d2458, 48, 6179, No update data, 9g3qx4p5esct
Bird, MEX, c9d92d83-3dd6-46be-99e8-058dda8a313a, 58, 7849, No update data, 9g3qx4q0hryh
Bird, MEX, 9aec7f11-8a83-43f7-997a-f95c37220979, 27, 2672, No update data, 9g3qx4q052kt
Bird, MEX, 9e4373f7-a37b-4d3e-886f-7c63e66f7796, 57, 7682, No update data, 9g3qx4q05w18
Bird, MEX, 88211031-e918-403c-81c0-884863493478, 87, 12008, No update data, 9g3qx3zbzk35
Bird, MEX, 56ec4e84-d943-4ddd-86e3-8730b43f7893, 53, 7014, No update data, 9g3qx4he9x57
Bird, MEX, c39d1d2f-3913-4d4b-a404-0fd4f489edb6, 74, 9954, No update data, 9g3qx9cmp06v
Bird, MEX, 18761321-8dd0-4842-986c-ce9fc69cd2c1, 16, 790, No update data, 9g3qx4sv6qpg
Bird, MEX, dce7e056-7fb5-4a13-b7dc-835742c0ffc0, 45, 5678, No update data, 9g3qx45e3se3
Bird, MEX, 58533b11-b34e-4cf3-a5b9-00105f573b0e, 29, 3006, No update data, 9g3qx4ew2vhv
Bird, MEX, f47489b1-bbfd-4034-97ee-82d5968f40d0, 54, 7181, No update data, 9g3qx4erqz2e
Bird, MEX, cc3b93c3-62d1-469f-9267-6486f22ad451, 72, 10187, No update data, 9g3qrqzs7x9c
Bird, MEX, 4ab9e7dd-7f63-4780-8442-a072bb7bc3ea, 30, 3173, No update data, 9g3qrqzk5wcf
Bird, MEX, e065aa54-2d11-44dc-9e41-8a6abbf45960, 93, 13694, No update data, 9g3qrqz59n67
Bird, MEX, 548ffbf3-5d9f-409d-a036-b234289cbaa0, 92, 13527, No update data, 9g3qrqz5b90v
Bird, MEX, b0dd14cb-66fc-4e2c-85da-adb355871808, 92, 13527, No update data, 9g3qrqygzf6m
Bird, MEX, d366cbe4-e659-4867-ac04-497b4e24f700, 97, 13588, No update data, 9g3qrqz58s8b
Bird, MEX, f8286d0d-2c4a-4644-b23e-53e33a2cc069, 91, 13360, No update data, 9g3qrqygxupq
Bird, MEX, 91d63f85-ed48-4b2d-9ea2-fd2fc02c9978, 81, 11690, No update data, 9g3qrwb0nbmc
Bird, MEX, ff104568-8dca-45e2-9d75-283e71d7bfd0, 93, 12956, No update data, 9g3qrqxx1mm2
Bird, MEX, 2a2be72f-d59d-4030-8026-8281fe90858b, 88, 12166, No update data, 9g3qrrnqxq3h
Bird, MEX, 2a2a60f0-21c9-4439-ae1a-270061cb7134, 16, 835, No update data, 9g3qrrnrvxwn
Bird, MEX, ec996dc3-d0e6-4d5c-9403-2f1c2541d8fa, 88, 12166, No update data, 9g3qrqym2nm9
Bird, MEX, 1a9a7526-2031-4bd6-a871-746ec2cc8703, 73, 9796, No update data, 9g3qrqy3w8z8
Bird, MEX, b312ca7d-790a-4620-b1c7-9bd615a1f002, 51, 6680, No update data, 9g3qrqyn1km7
Bird, MEX, b8708f39-9232-4f41-841c-e20c28043931, 56, 7110, No update data, 9g3qrrjbvykq
Bird, MEX, 9ed88c6e-7ab8-4ef2-8fb8-107c1deca27a, 96, 13430, No update data, 9g3qrw837t9v
Bird, MEX, e9e2d3de-8166-4982-bbda-4ae923998cfe, 53, 7014, No update data, 9g3qrw2rj67p
Bird, MEX, a61428f1-a0e2-4a3c-93b9-4d1385d25a48, 55, 7348, No update data, 9g3qrw2rn8dg
Bird, MEX, 41f60b01-acaf-4a7a-8365-756962eb4f77, 55, 7348, No update data, 9g3qrw2n2pjw
Bird, MEX, 3e749de6-7df4-44e9-8864-bdcd03194715, 82, 11857, No update data, 9g3qrrjhzgp3
Bird, MEX, a7372ee7-1be5-4f85-b973-854544ad8d00, 58, 7849, No update data, 9g3qrw2n3e7x
Bird, MEX, 92be7c39-9069-42a1-a7c2-964caeb7db61, 88, 12166, No update data, 9g3qrrj0ekgd
Bird, MEX, 95961103-a651-49a2-b016-137500350fec, 79, 11356, No update data, 9g3qrw920xrn
Bird, MEX, 9b0519bf-5230-4016-ae93-1bf4b60f8ccd, 90, 13193, No update data, 9g3qrw922bh4
Bird, MEX, 1c4ac6c9-bcaa-4a66-9f60-b6b419c323dc, 93, 12956, No update data, 9g3qrw9206gc
Bird, MEX, bd2045e1-13de-433d-b054-f938dc8862c2, 72, 10187, No update data, 9g3qrrj09s5w
Bird, MEX, 6b2b615d-26f7-4a7e-84df-c22879766f00, 91, 13360, No update data, 9g3qrw92t37h
Bird, MEX, 6da49b1c-d05c-44cd-882b-aeb7d85868b9, 100, 14062, No update data, 9g3qrw92mnkc
Bird, MEX, 0215f64e-4681-436f-bccb-7350602c02b4, 83, 12024, No update data, 9g3qrrjpdevh
Bird, MEX, 9e48dd97-f762-4c78-b7c3-4878572e329c, 57, 7268, No update data, 9g3qrrhyzz46
Bird, MEX, ed651274-5467-41e1-8607-6acc89f70f6f, 21, 1670, No update data, 9g3qrqqu6244
Bird, MEX, 7aca0c27-3de0-4a50-9f90-52d136689bac, 54, 6794, No update data, 9g3qrqt9n9d9
Bird, MEX, 278e35c0-f5f6-4a64-ab5b-8ee35d22876b, 33, 3674, No update data, 9g3qrqsuttn5
Bird, MEX, 2804740d-c664-4a93-85a4-5dad811db617, 27, 2528, No update data, 9g3qrqmetfh2
Bird, MEX, 2ae34efb-2ad6-41af-b766-c14926b673a3, 66, 8690, No update data, 9g3qrqunuts2
Bird, MEX, 3f5980b9-d12d-41bd-a02b-eae9a98d8934, 47, 5688, No update data, 9g3qrrhh9ndn
Bird, MEX, 1f29756a-62e1-4a18-845f-8932c3b864d2, 53, 6636, No update data, 9g3qrqpsdt2m
Bird, MEX, b5ffd8c4-d5aa-4583-9fbe-f044ee8b974b, 57, 7682, No update data, 9g3qrqnp58xg
Bird, MEX, 6c21fc75-41e9-424c-b17f-f78201c4825e, 54, 7181, No update data, 9g3qrqnnhje4
Bird, MEX, 22aaee6f-73d7-41f1-b06f-265511af748f, 81, 11690, No update data, 9g3qrqm4370m
Bird, MEX, 4f032b6d-2c13-4c27-8eb0-01d99ea08de4, 28, 2839, No update data, 9g3qrqevv74b
Bird, MEX, be18780e-cf43-42d5-99d6-e39deac21f36, 37, 4342, No update data, 9g3qrqkbn53k
Bird, MEX, bdc93904-98e2-4056-b725-fe1f2745da44, 30, 3173, No update data, 9g3qrqgjrpu5
Bird, MEX, 1176d68c-ad80-41dc-a747-4743158244d9, 79, 11356, No update data, 9g3qrqhyku3m
Bird, MEX, 73b2b7e1-76b8-4c09-b154-e58239518cbc, 20, 1503, No update data, 9g3qrqgjj8n0
Bird, MEX, d2e32ddf-6b81-4149-9a41-691af5e910b6, 83, 12024, No update data, 9g3qrq7yj4ht
Bird, MEX, 0379019e-1b54-402e-a1d9-46bf10f83c73, 91, 12640, No update data, 9g3qrqekw19n
Bird, MEX, 15816127-17a4-4072-95cb-9da9376fa417, 56, 7110, No update data, 9g3qrqhqb00w
Bird, MEX, 495189c9-5a3b-441d-b991-12e25110a947, 85, 12358, No update data, 9g3qrqhf8feg
Bird, MEX, 848230d0-f3e9-4833-b221-267e21d90b68, 91, 13360, No update data, 9g3qrqh9qhxq
Bird, MEX, 9c54120a-5f05-4d40-947d-7b75dbfaa61f, 84, 12191, No update data, 9g3qrqh9mgu3
Bird, MEX, c001040b-ebc9-4757-9f6b-5e4da40cba04, 38, 4509, No update data, 9g3qrqhb6vek
Bird, MEX, 4ae5dba7-23eb-427b-9d05-64c418c255c4, 70, 9853, No update data, 9g3qrmvnqrs2
Bird, MEX, e1b57a2e-1b60-4768-813c-0d4927afcd75, 88, 12166, No update data, 9g3qrqh8tey5
Bird, MEX, d2e8a053-29a4-44bd-bb9d-eaeb590738dd, 66, 9185, No update data, 9g3qrw508nmg
Bird, MEX, 60f2cd3f-ec0f-46b2-9f39-3cfd990628c4, 67, 8848, No update data, 9g3qrtc45gj4
Bird, MEX, ef98cde4-625d-474d-b54f-c17eb9200478, 74, 10521, No update data, 9g3qrq7j6z5q
Bird, MEX, 76ed8b71-c9a7-4e51-ac64-516652452d74, 52, 6478, No update data, 9g3qrmy4c787
Bird, MEX, 986fb02d-e280-4e7b-8375-087c742a739d, 67, 9352, No update data, 9g3qrqh8k385
Bird, MEX, ea56bfab-17ff-4211-a85f-be1781c24a96, 52, 6478, No update data, 9g3qrqh8hg16
Bird, MEX, f480ad28-35cc-48d7-89ec-883248282267, 82, 11857, No update data, 9g3qrmy9qh16
Bird, MEX, 3b9fe417-8a07-4741-b921-e6417a3ce5de, 80, 11523, No update data, 9g3qrmy9m76y
Bird, MEX, 7667a092-6112-4fd9-8d75-234e63c5f20f, 94, 13114, No update data, 9g3qrqh5688j
Bird, MEX, c500f802-097d-426f-ae55-c75e2ee6e2fe, 55, 6952, No update data, 9g3qwcp88ptj
Bird, MEX, ef963567-b906-47ee-b611-d9d3cb56972e, 83, 12024, No update data, 9g3qwcru439s
Bird, MEX, 5fb92afe-9789-4d91-b51a-ab7ac71b358f, 55, 7348, No update data, 9g3qx19j0126
Bird, MEX, 32950cc1-2268-4257-8682-24d21d100f24, 69, 9164, No update data, 9g3qx19q70qp
Bird, MEX, 9fcd8763-2def-4e95-a440-a0124cdecd1c, 40, 4582, No update data, 9g3qwcrkpr9h
Bird, MEX, 4f551623-b3aa-4837-9abe-d93303a58b00, 97, 13588, No update data, 9g3qwcrk70qp
Bird, MEX, 7aa9e810-cf15-4883-9ce6-b680a6c140bf, 25, 2212, No update data, 9g3qwcrk7jy0
Bird, MEX, 783cf034-231a-45fe-b764-879a27a4212a, 76, 10270, No update data, 9g3qwcntce55
Bird, MEX, 91d04bc2-befc-45f5-b477-d2616591fe22, 67, 8848, No update data, 9g3qx1b2dsse
Bird, MEX, 743a2466-a2eb-4f93-9755-c155bb67b742, 46, 5530, No update data, 9g3qwcn6bw1w
Bird, MEX, 70728ff6-bfc1-4da9-8f00-34e1dc9b4670, 20, 1503, No update data, 9g3qx1b65430
Bird, MEX, 4f8488a5-d9f8-4ca2-9d18-5c5817efacbc, 60, 7742, No update data, 9g3qwcx5wkm3
Bird, MEX, 40202623-b5a2-4a23-9245-5d77234156c3, 25, 2338, No update data, 9g3qwcwc0jvp
Bird, MEX, 2e7a33d5-8c43-49d9-8ad6-804ed32c0d10, 60, 7742, No update data, 9g3qx1byxp7s
Bird, MEX, a05a7028-1eac-4889-bb28-736bd8195801, 43, 5344, No update data, 9g3qwcxnvxjt
Bird, MEX, 45001b0a-7331-4f85-8447-9b59268f5ddc, 92, 13527, No update data, 9g3qwcwez8vn
Bird, MEX, 456b114b-2b55-4851-b216-689056683c48, 53, 7014, No update data, 9g3qx41429ne
Bird, MEX, 0e4483fb-be13-4de5-bd9c-ede25ca55487, 66, 9185, No update data, 9g3qwcjqmpvm
Bird, MEX, cdfd6577-c37c-42c1-b9c1-327ea223c72a, 64, 8851, No update data, 9g3qwcmkrqqg
Bird, MEX, 89d01193-f1d3-48af-b9b8-e5851a1d80ea, 54, 7181, No update data, 9g3qwcyy3hcd
Bird, MEX, b7650dde-7644-4487-8a03-a7ff161dde2f, 70, 9853, No update data, 9g3qwckf1ppz
Bird, MEX, 3363efc0-9687-4487-941e-4bd7b5938e23, 81, 11060, No update data, 9g3qwchk002h
Bird, MEX, 494c4f8b-9db1-4cea-9482-44fa5cffc231, 92, 13527, No update data, 9g3qwcubpdkb
Bird, MEX, b4eee4a2-f44e-4552-b8b0-e14416bbc806, 30, 3173, No update data, 9g3qwcs1p798
Bird, MEX, ea3bbb69-6416-4fcd-bf71-029b925dae72, 54, 7181, No update data, 9g3qwcs1x2nx
Bird, MEX, 2f1c1688-d230-4685-82f8-5c72d8cb9587, 51, 6320, No update data, 9g3qwbgtchxu
Bird, MEX, 3b5b6c3f-7969-4ab1-9f75-f19753217f20, 88, 12166, No update data, 9g3qwcu2w1nv
Bird, MEX, 504482de-4574-48d8-a267-703f4e40e4f2, 53, 7014, No update data, 9g3qwc7smyet
Bird, MEX, b715bb5d-f5b8-43aa-86e7-9a71ccdbe1ee, 38, 4509, No update data, 9g3qwcuyuts5
Bird, MEX, 4fce7ccd-bff9-4a2f-9b3f-5c9dddb95b29, 36, 4175, No update data, 9g3qwc5nveje
Bird, MEX, 5f060540-7dc8-437a-a6cc-06234186e61d, 47, 5688, No update data, 9g3qwcgbzwsc
Bird, MEX, c86b49a9-4ff1-44b6-a8d5-e4a14b457658, 82, 11857, No update data, 9g3qwc4fr8hu
Bird, MEX, c4fba44c-132d-40c2-ad6f-32d26046e738, 85, 12358, No update data, 9g3qwbddyncf
Bird, MEX, 4067513c-00f3-42f8-b42e-ea6053afaf62, 36, 4175, No update data, 9g3qwcg20uu8
Bird, MEX, 8fe17555-1026-46ae-9e21-10086811265d, 87, 12008, No update data, 9g3qwcg0r2y9
Bird, MEX, 3d7557e4-39aa-40d7-b752-7adeb05d778d, 75, 10688, No update data, 9g3qwbf3kq2g
Bird, MEX, 9d3357b1-1b55-4c62-8d0e-2620d0326853, 46, 5530, No update data, 9g3qwbfr4wvu
Bird, MEX, 68f5ea36-cc60-4509-baec-62552f953bf0, 80, 11523, No update data, 9g3qwbf34m13
Bird, MEX, b59f5414-6994-4518-bdb7-79944f7a0a96, 49, 6346, No update data, 9g3qwbf2ch18
Bird, MEX, 1a54c505-35b9-4437-bbe5-84d30eacdd20, 44, 5511, No update data, 9g3qwcg00tn6
Bird, MEX, 581c162b-7a32-4890-b4a5-66cd44287a12, 22, 1837, No update data, 9g3qwcg0027k
Bird, MEX, a4c1f09f-c219-4835-bb04-4b51f98ccdeb, 42, 4898, No update data, 9g3qwcg0b08h
Bird, MEX, 65572288-1cb5-44c1-b69a-66b79709c3bd, 70, 9322, No update data, 9g3qwcfb5mh4
Bird, MEX, 6ab48b99-c3f1-483f-8f83-a5de55496c4d, 34, 3634, No update data, 9g3qwcgjjdtd
Bird, MEX, 3b8c963d-b74b-4806-9927-2f6b6a6e80ca, 43, 5056, No update data, 9g3qwcfb7ptu
Bird, MEX, ddf0a7d3-3c46-4303-986f-268d4d222bc5, 90, 12482, No update data, 9g3qwcfbf9mb
Bird, MEX, 9bffbb34-1355-4873-88cf-5dcdef30eeef, 70, 9853, No update data, 9g3qwcfbf2xs
Bird, MEX, fd1fc318-f69e-4a82-bf28-9e9716f8a67c, 76, 10855, No update data, 9g3qwcfcg5tz
Bird, MEX, 6162586b-15fb-4ac2-a442-5b73b88b4543, 56, 7110, No update data, 9g3qwft09h9e
Bird, MEX, 9a3080b8-8db6-464e-8846-1d74c97ec95a, 53, 7014, No update data, 9g3qwc6jbdc3
Bird, MEX, fc234bf1-4e8f-4447-b7a5-1487db08303d, 67, 9352, No update data, 9g3qwb3vwn3v
Bird, MEX, 2c2a29a7-1579-4a8d-90b6-fd90a304e283, 85, 11692, No update data, 9g3qwbcwjb5d
Bird, MEX, 41a9821f-925d-4d61-9045-4b1e4f3c97a0, 82, 11857, No update data, 9g3qwb3y3v9p
Bird, MEX, 6bc8d657-72f4-4579-9063-7c5fdeea2e73, 55, 7348, No update data, 9g3qwb3vfpsr
Bird, MEX, 46c3cf86-3aba-488d-a35b-f71a06a3482d, 55, 6952, No update data, 9g3qwbc818dv
Bird, MEX, 72229183-3f2b-4d16-9460-d2b930764c18, 67, 8848, No update data, 9g3qwc17r6n8
Bird, MEX, b60a57a2-62ad-4ec5-a4b2-620daceb5b91, 79, 11356, No update data, 9g3qwbc6jt03
Bird, MEX, a950a4b9-cc3a-4c4b-afe7-2e75c0b45a85, 57, 7682, No update data, 9g3qwc3skm2w
Bird, MEX, 2e5099d3-1512-4b89-a5e9-1e1ed2e85d7f, 99, 14696, No update data, 9g3qwc3ssqv8
Bird, MEX, 7b8c5335-43a0-4ee0-9d01-71f8e26e3187, 31, 3160, No update data, 9g3qwc3s5yte
Bird, MEX, f62f4042-4ea7-4405-8a44-da327a588f7d, 96, 14195, No update data, 9g3qwc3ssk28
Bird, MEX, 7c7f92e2-90f7-4212-8ade-92f87c037f6d, 64, 8851, No update data, 9g3qwb3eqs4j
Bird, MEX, 5b8ba37a-8365-4935-b34e-7cea3574d5af, 62, 8517, No update data, 9g3qwb3w548c
Bird, MEX, c22708ab-6cf3-43cb-824d-6604146b32e5, 73, 9796, No update data, 9g3qwb3emm6m
Bird, MEX, 262cb5c1-e193-4039-8ba3-34e1a08efcd1, 87, 12692, No update data, 9g3qwb93q1qu
Bird, MEX, ac3fcc28-0916-4699-90d1-cc99a74eda2c, 94, 13114, No update data, 9g3qwb92yjcu
Bird, MEX, 282e21a2-e540-4acd-a99e-325ba6436f35, 49, 6004, No update data, 9g3qwb93j6f7
Bird, MEX, 4ecb4817-6c75-4754-89dc-f98c4a23a525, 62, 8058, No update data, 9g3qwc37y4nv
Bird, MEX, ca8153c9-c291-4055-ae4b-78ef24bd2665, 75, 10112, No update data, 9g3qwfe0uktw
Bird, MEX, 3954499f-1e1b-4ffa-9a11-f717b11a9359, 63, 8216, No update data, 9g3qwg50mf7s
Bird, MEX, e122f424-16b3-4a73-8332-623ac1557308, 56, 7515, No update data, 9g3qwg67h5d9
Bird, MEX, a34b61ff-236d-406a-96f0-366614cffdc6, 34, 3841, No update data, 9g3qwcc5fk9m
Bird, MEX, c39cc3fe-d704-4671-9eec-beb54d3f178f, 82, 11857, No update data, 9g3qwc3k7er2
Bird, MEX, e1d3fb74-4992-49bd-b32b-9d4bdf3f10a2, 28, 2839, No update data, 9g3qwc3jndd4
Bird, MEX, d1f27acf-053f-4545-bd37-d8029bc0c303, 42, 5177, No update data, 9g3qwc2yqfwk
Bird, MEX, 5ee6efd4-8b48-4b88-af08-f299ebb59b06, 64, 8851, No update data, 9g3qw9zgzh77
Bird, MEX, 3c4a1c62-9f78-4d19-adc2-8035346ae6b5, 88, 12859, No update data, 9g3qw9zgg12b
Bird, MEX, f078b50a-da9b-4d68-abf5-547d814f2555, 64, 8374, No update data, 9g3qw9zgf3xd
Bird, MEX, b7e8b739-8f62-451c-9c4d-3f6c25cc36b3, 99, 14696, No update data, 9g3qw9zg4mrs
Bird, MEX, 4eeccd32-8526-4936-a518-7942ef2cad3d, 96, 14195, No update data, 9g3qw9zg63dx
Bird, MEX, 51f9f1b7-d3aa-4bf9-b5d0-937945e9f1ea, 91, 13360, No update data, 9g3qw9zg4rfe
Bird, MEX, 17ffe7eb-0b3a-42e2-8fa0-31a44bc0d383, 76, 10855, No update data, 9g3qw9zg61sr
Bird, MEX, f1bd4e0c-1972-4e13-bc0a-f543f36e92ea, 97, 14362, No update data, 9g3qw9zg4jkk
Bird, MEX, e2ba9838-0ce0-440e-839f-eacf2445e579, 93, 13694, No update data, 9g3qw9zg1yn0
Bird, MEX, 7fe52798-c35d-45e3-8f39-8d953d2f6fdd, 34, 3841, No update data, 9g3qwc2k42dw
