Bird, MEX, d584fcd2-bc82-46d9-9e62-ff5b6a9f7c3a, 74, 10521, No update data, 9g3qx2s3t76f
Bird, MEX, 52a38e84-36f3-4a3f-819c-7015e9f2e054, 64, 8374, No update data, 9g3qx8djrbf8
Bird, MEX, cd6455e4-32ef-4c8d-83bc-1c83e97b2edb, 54, 7181, No update data, 9g3qrpxtr1ev
Bird, MEX, bf1eae5e-8e66-4d41-9c03-1242af520dce, 100, 14863, No update data, 9g3qrr5jcf0e
Bird, MEX, 11076784-bad0-43d9-8cee-bc627650d4e4, 100, 14062, No update data, 9g3qrr4vxrzj
Bird, MEX, f162f178-2d3e-4a24-9a96-e5325b5ba732, 88, 12166, No update data, 9g3qrpyycb86
Bird, MEX, e8aeed4d-683e-4f07-aac9-8aa11327775a, 88, 12166, No update data, 9g3qrpyyc4f0
Bird, MEX, 124aedcd-59a1-44cd-8ff0-1c0bcdc8b65a, 46, 5845, No update data, 9g3qx658q6k7
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 88, 12166, No update data, 9g3qrpyybebx
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 100, 14062, No update data, 9g3qrr4vx0gc
Bird, MEX, e9fb1284-340f-47c4-8276-4c8b83c18a73, 67, 8848, No update data, 9g3qrrhh2tyz
Bird, MEX, a78d033e-c1d4-4d19-a19b-fb48438cd779, 100, 14863, No update data, 9g3qrr4vrngv
Bird, MEX, 4ccdff0c-487c-4670-b43f-ca4db003cc34, 99, 14696, No update data, 9g3qrr4vrqr1
Bird, MEX, 46ee2cc5-62d5-4acc-86c7-d66d6c47d81e, 99, 14696, No update data, 9g3qrr4vrh5u
Bird, MEX, fa2dc693-1248-4bcc-a77c-11e29b10c73a, 89, 12324, No update data, 9g3qrpyxqu2w
Bird, MEX, c4d516b3-6148-433a-9c91-61c9fe5e9024, 51, 6320, No update data, 9g3qrpxs7gs8
Bird, MEX, 43e12d36-465e-4902-99f7-7cd6d9636fb9, 100, 14863, No update data, 9g3qrr4v906p
Bird, MEX, 0185de75-6f72-4a1e-a7e9-697ed31ecb2a, 87, 12008, No update data, 9g3qrpywrkrn
Bird, MEX, c8710d9e-9267-49d8-b2e6-e06aea3c8382, 46, 5530, No update data, 9g3qrpvyvyu1
Bird, MEX, e719f9a5-3fda-4964-b6e8-c6b69f09f324, 99, 14696, No update data, 9g3qrpyu1t76
Bird, MEX, 9baaa81c-908f-40e9-820c-f1209efec7d3, 97, 14362, No update data, 9g3qrpygt9jg
Bird, MEX, 93ac4283-3b2e-41fe-a471-3f1baf2335a7, 100, 14863, No update data, 9g3qrpygkzr8
Bird, MEX, dd6cc0ae-ba87-40d5-a6b6-7d51e69e4e11, 100, 14863, No update data, 9g3qrpyg4f5n
Bird, MEX, 2fb01b85-c513-4f59-9543-4d4f99d95dc0, 100, 14863, No update data, 9g3qrpyfyjpr
Bird, MEX, 08a52c9e-f028-4629-b12d-949c4a1d1316, 81, 11690, No update data, 9g3qrpvw8x08
Bird, MEX, 64ee667e-9d69-47ae-946e-fcec8b70139a, 74, 9954, No update data, 9g3qx0m0u8k2
Bird, MEX, 1c1721cf-b582-4e33-9e73-4b374ed44798, 66, 9185, No update data, 9g3qx0m10fsc
Bird, MEX, e36ff547-5e96-4fde-928f-b48f0b999273, 82, 11218, No update data, 9g3qrpv0wfj9
Bird, MEX, a966beb1-069f-49e5-87e2-52a02865e96d, 48, 6179, No update data, 9g3qrptq2wbw
Bird, MEX, 556034ac-99ff-4b96-af52-274066e38b71, 36, 4175, No update data, 9g3qx0h2mfuj
Bird, MEX, 44d5b4fc-2015-4715-b4dc-5c8ac9d4d9e5, 81, 11060, No update data, 9g3qx0hmgkh2
Bird, MEX, 39aaf8f7-f15e-4424-94a9-92ea0f38ed04, 67, 8848, No update data, 9g3qx0hq64k9
Bird, MEX, f9065346-2507-4c7c-b781-614af719345d, 80, 10902, No update data, 9g3qrpr1xffn
Bird, MEX, 323f85b1-a571-4ae7-98ea-b0855f61ba8b, 40, 4582, No update data, 9g3qrpr1rxs1
Bird, MEX, dd7294ea-f2db-4dec-aa26-fd0ffc6ee3cb, 49, 6004, No update data, 9g3qrprfdhhy
Bird, MEX, 9379d512-181b-4a19-a27b-b3cfe0044d87, 62, 8517, No update data, 9g3qrr24rtkh
Bird, MEX, a87c2eb5-b188-484d-b52c-080a9801ef36, 62, 8517, No update data, 9g3qrr2623es
Bird, MEX, d17fde28-42b1-475f-b2f1-858e305c198b, 78, 11189, No update data, 9g3qx04cdf51
Bird, MEX, 73c94b8e-b4ba-4599-90f6-1b0eea5f3cd2, 42, 4898, No update data, 9g3qrr29uppf
Bird, MEX, 742580fe-05a2-4755-adb7-16bee46309c9, 36, 4175, No update data, 9g3qrr29stu2
Bird, MEX, c65b65fc-92df-49ca-9c7d-4c246b8c7ae5, 100, 14863, No update data, 9g3qrr0rxffq
Bird, MEX, 5f2aa131-2797-4a7f-9173-c8d35dbbc7c8, 100, 14863, No update data, 9g3qrr0rxdh1
Bird, MEX, 484f3b1e-c32c-4062-bbe2-db8b9c8f526e, 98, 13746, No update data, 9g3qrr0x81j7
Bird, MEX, cee02067-ee01-4d59-9e09-77c9a2f4b228, 54, 7181, No update data, 9g3qrpne8tyb
Bird, MEX, 9b0f53ad-03a7-48d2-9a7a-2fd131e9d735, 45, 5372, No update data, 9g3qrpjshh4c
Bird, MEX, 721b8c7f-ff3c-452d-b3c6-2e096c99796d, 40, 4843, No update data, 9g3qx045j2fx
Bird, MEX, 0ec9dc95-9ff4-4312-808d-ac276d63ad49, 29, 3006, No update data, 9g3qx0g1jc7c
Bird, MEX, a68045f1-dff7-4ccd-b191-68a403c4e75e, 100, 14863, No update data, 9g3qrr0f9w7k
Bird, MEX, c6bd6ec9-6d0a-4820-abd2-44049fbc52bf, 100, 14863, No update data, 9g3qrr0f9y06
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 96, 14195, No update data, 9g3qrnzpp0eu
Bird, MEX, cc7b59e8-11b8-4f74-a225-7b9a5b98d978, 100, 14062, No update data, 9g3qrnznuy3q
Bird, MEX, 07864744-1d65-4676-98be-ced9d320cbf9, 98, 14529, No update data, 9g3qrr0fdhhy
Bird, MEX, 0531e298-8d5f-47d9-b496-99d7fe665e9a, 100, 14062, No update data, 9g3qrnznvtvf
Bird, MEX, 458e9181-5e93-4b48-a86f-222a9205a351, 100, 14863, No update data, 9g3qrnznvkfs
Bird, MEX, 237f3063-ae83-4732-8a61-ac730be8ff65, 100, 14062, No update data, 9g3qrnznv5uq
Bird, MEX, 4c42e1f6-67e1-4f39-a5fe-a6e9a54644d9, 100, 14863, No update data, 9g3qrnznvd2v
Bird, MEX, 06660c44-a0df-4380-a7da-9b5f4da0a13d, 100, 14863, No update data, 9g3qrnznv8vg
Bird, MEX, dad26c9b-6a11-4641-9564-ee220166b950, 99, 13904, No update data, 9g3qrnyvc95m
Bird, MEX, 68546939-c4a5-4d72-8fbf-b530a41080d0, 99, 14696, No update data, 9g3qrnyv9pd5
Bird, MEX, f634b558-181e-4f19-ac1d-4bd2fccad0bf, 100, 14863, No update data, 9g3qrnyv9ywt
Bird, MEX, 3b88809f-f847-4ff1-9887-e5cd0bb0bb8c, 98, 14529, No update data, 9g3qrnyv9v0k
Bird, MEX, 5e0012f4-cf1b-496f-8e47-337dd9dbf496, 100, 14062, No update data, 9g3qrnyv938n
Bird, MEX, 4680a47e-484e-4a6c-8e36-5d7c165390c7, 100, 14062, No update data, 9g3qrnyvd1sy
Bird, MEX, dbd8b49f-1323-4e0c-83f7-d815dd905c20, 48, 5846, No update data, 9g3qrqbvyfje
Bird, MEX, b29fc9fe-c364-4db0-aa03-166bace9c693, 100, 14863, No update data, 9g3qrr4v1k8m
Bird, MEX, 958328b9-02a8-4dc9-9710-00c8a3e68615, 100, 14863, No update data, 9g3qrr4v1g07
Bird, MEX, ae303c05-feb3-4a63-8980-cc97f36640e3, 70, 9853, No update data, 9g3qrr4v51w6
Bird, MEX, 0674d19c-f1a9-43c9-8dcf-670a27af5c61, 99, 13904, No update data, 9g3qrnwrqu2t
Bird, MEX, 17d3abe4-c40e-4391-b1b4-9b4b4c1930b4, 100, 14062, No update data, 9g3qrnwrr72z
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 100, 14062, No update data, 9g3qrnwrq6k0
Bird, MEX, abc27593-68a4-4e27-8c21-41bc6ca6a774, 48, 6179, No update data, 9g3qx14yjb5f
Bird, MEX, 890d4dac-c1da-489d-b3a9-6961756c31f2, 61, 8350, No update data, 9g3qrnxzyddw
Bird, MEX, e7ee2eaa-69e6-40ae-be29-101ab65530c0, 100, 14863, No update data, 9g3qrnxzz32z
Bird, MEX, 43befaa1-ef90-40bd-8f20-1ccafdbf5b9e, 100, 14863, No update data, 9g3qrnxzwytt
Bird, MEX, ad4284dc-fb1c-4d33-8777-0b753558bf5b, 100, 14863, No update data, 9g3qrnxzwyme
Bird, MEX, 76bb6379-be84-41c2-9872-4be668735e2d, 62, 8058, No update data, 9g3qrntx59c7
Bird, MEX, ff08c337-9388-4dfb-8432-ae067fe973a9, 64, 8374, No update data, 9g3qrqc479zy
Bird, MEX, a30fd969-c7c3-4269-871b-5590e129d2af, 45, 5678, No update data, 9g3qrnub7016
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 62, 8058, No update data, 9g3qrnxyujdb
Bird, MEX, 6e586d9b-62c6-40bb-af95-e7bbd0815fe7, 85, 11692, No update data, 9g3qrnszsn6g
Bird, MEX, bc441176-b8c9-461e-89c0-8bb9e95fb999, 76, 10270, No update data, 9g3qrnwvew3e
Bird, MEX, 9560c079-971c-46e2-898e-620a06c0541d, 87, 12008, No update data, 9g3qrnszkq95
Bird, MEX, 689ba987-f81a-4bab-9b0d-6e4c421f9500, 40, 4843, No update data, 9g3qrr486smj
Bird, MEX, 7344be2b-e99c-4fa3-93b7-c8265e1e891b, 49, 6004, No update data, 9g3qrnsznh11
Bird, MEX, 9a54ef30-998f-40fc-84b7-0998dab3472d, 69, 9686, No update data, 9g3qrnxthv96
Bird, MEX, ba9bae22-5a72-4c9a-b1e6-37afd85d1b18, 65, 8532, No update data, 9g3qrnsx4mxf
Bird, MEX, 8bdbd0e2-0f7c-4f0f-b230-1c1a0d92e30a, 45, 5678, No update data, 9g3qrqc9fc7r
Bird, MEX, 8e6d1109-1285-4c63-a0b6-a52fc150bfb9, 47, 5688, No update data, 9g3qrq8tm7fc
Bird, MEX, 315f9ef0-a46e-498b-a6fc-4fbf49bcdd8f, 58, 7426, No update data, 9g3qx14n6q9t
Bird, MEX, a0e76f46-dfdf-455d-82f9-2a40a1c7c788, 63, 8216, No update data, 9g3qrqfsn4pm
Bird, MEX, faf597e2-752f-4998-acd3-db6325af2359, 83, 11376, No update data, 9g3qx00j96bp
Bird, MEX, ff253764-0512-44ba-84eb-299d2b6d5486, 83, 11376, No update data, 9g3qrq8u75uh
Bird, MEX, ad234633-a41c-49e4-b0f1-48846117f67a, 78, 10586, No update data, 9g3qx8q3kv1g
Bird, MEX, 37a54d09-d18e-4531-849f-0be029544172, 60, 7742, No update data, 9g3qx8m0sy9z
Bird, MEX, 35eb2182-aa4d-439b-a4b7-5ad9701b45d6, 69, 9164, No update data, 9g3qx8qq3c8v
Bird, MEX, 3a8fd4fc-3575-4480-8230-d2a94bc9f98a, 74, 10521, No update data, 9g3qx8su4265
Bird, MEX, e859a633-41fe-4c9c-ba0d-82a48343374a, 100, 14062, No update data, 9g3qx8su17jt
Bird, MEX, e61f7a71-df46-42ce-baeb-610678e607f6, 62, 8058, No update data, 9g3qrxwpz2zs
Bird, MEX, e46ba5c0-a820-4399-95b4-88b45baf5760, 81, 11690, No update data, 9g3qrxu0ypxx
Bird, MEX, a8a2be27-30e0-45ff-8067-95e9994e144c, 69, 9164, No update data, 9g3qx8spnxff
Bird, MEX, 496b747b-453a-4d1e-9270-2f3ab4d58b05, 45, 5372, No update data, 9g3qrxmrkyqd
Bird, MEX, b66a648e-5d22-4f93-a752-2bc0d6d9d6e0, 51, 6320, No update data, 9g3qrxmrku1u
Bird, MEX, e0058c2b-9a64-4040-aa2f-dbe27da01b0f, 61, 8350, No update data, 9g3qx8gggxnu
Bird, MEX, 3d714eea-557e-4b43-baa4-3de82296e865, 33, 3674, No update data, 9g3qx8gd68mq
Bird, MEX, 222db67d-85c6-4598-9c4f-a86158168c80, 92, 12798, No update data, 9g3qrxkw5pyc
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 39, 4676, No update data, 9g3qrxkm3mjd
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 65, 8532, No update data, 9g3qrxkm2vkh
Bird, MEX, 72fc95ec-26be-44ab-93ff-d6376eaa50dd, 43, 5344, No update data, 9g3qx9hjrgfs
Bird, MEX, ac81f291-d776-4565-8cb7-d063d1926edc, 89, 13026, No update data, 9g3qrx77ydxz
Bird, MEX, 230144db-cd18-492b-b0fa-61d76dc91f64, 88, 12859, No update data, 9g3qrx77ybw4
Bird, MEX, 35c99ecd-6a8c-4aad-bd24-63c438269baf, 47, 5688, No update data, 9g3qrx7e34x6
Bird, MEX, dec5e1aa-115e-4647-bcc2-2a1af2c3a924, 61, 7900, No update data, 9g3qrx75xk1n
Bird, MEX, e12a38e4-64ac-4aba-816b-208c13cabe96, 83, 11376, No update data, 9g3qrxnj1yz5
Bird, MEX, 606758a6-e90a-42b2-9c03-b0371be61eca, 69, 9164, No update data, 9g3qrxjhww4f
Bird, MEX, e272d2e8-d92d-425e-9a8a-8736d5b6e92a, 39, 4424, No update data, 9g3qrxhg8nty
Bird, MEX, b234a4fa-6a5d-4898-8142-f64bb59ea8cb, 64, 8374, No update data, 9g3qrxh6gp0d
Bird, MEX, 79c6d2c3-01b2-4c1a-a7cb-420d3b9f20d9, 88, 12859, No update data, 9g3qrx9k5dcf
Bird, MEX, 189ed189-fc8f-46c4-808f-9709c443d3dd, 93, 13694, No update data, 9g3qrx5f9hz6
Bird, MEX, 3cd2c859-ae09-41b5-94a3-eb19e02efdc6, 98, 13746, No update data, 9g3qrwvpebv1
Bird, MEX, ca2e0c38-8a25-406c-b88b-48a890636e2e, 25, 2338, No update data, 9g3qrx61uuxg
Bird, MEX, 7c0181d9-d157-4ceb-aea4-1e7064cc426e, 100, 14863, No update data, 9g3qx97ts4er
Bird, MEX, 67cf1280-6138-4c79-b089-5b6c69bb22fd, 100, 14863, No update data, 9g3qx97w44gu
Bird, MEX, ba9af421-4d90-4a12-a5c2-163ee3d73230, 100, 14863, No update data, 9g3qx97qq86z
Bird, MEX, 2a5bd37b-1e1d-462d-8c7c-dba54b528c9e, 100, 14863, No update data, 9g3qx97qm3en
Bird, MEX, 932bf528-130e-423c-98cd-27fe8326feca, 100, 14863, No update data, 9g3qx97wc5rm
Bird, MEX, 9b2d7bb4-4629-4f3f-943a-1702ab8b73b7, 100, 14863, No update data, 9g3qx97qkzct
Bird, MEX, f4cd312d-b1ab-4ccc-840f-b064e4d82842, 88, 12859, No update data, 9g3qrx3bgt9b
Bird, MEX, 64d7f118-619e-4b8e-9e3d-39d081cfba8a, 78, 10586, No update data, 9g3qrx39m374
Bird, MEX, b99595bf-6379-435a-a133-5de00b63cc58, 69, 9164, No update data, 9g3qrx394g7t
Bird, MEX, ab7258b9-fe00-4409-8b89-451ac83bc34e, 75, 10112, No update data, 9g3qrwug407f
Bird, MEX, 4dd78b77-fb6c-4317-83df-4f8c4623ad5b, 71, 10020, No update data, 9g3qrwuh1kj9
Bird, MEX, 8185d0f9-7b12-4f6f-bd05-1ec799b10c79, 70, 9322, No update data, 9g3qrx1x8er0
Bird, MEX, 1ed11453-2cc0-42fc-bf83-b1634471d7a3, 39, 4424, No update data, 9g3qrx2x1nx3
Bird, MEX, e7f735cc-9d20-43dc-a863-5ba86879414a, 45, 5372, No update data, 9g3qrx2x29xh
Bird, MEX, 1acfaf02-8a82-4144-964c-c6c7bb75c29c, 75, 10112, No update data, 9g3qrx2x2ebf
Bird, MEX, cf5a97c6-675d-45bf-8fee-7c3a4ec2a8fa, 88, 12859, No update data, 9g3qrx2wcc0t
Bird, MEX, 0da654ce-3512-4c14-95e0-aee9f42a40b4, 92, 12798, No update data, 9g3qrx2wcjd3
Bird, MEX, 71e32e6a-31bb-4767-b6b6-6d3f2f1d3954, 89, 13026, No update data, 9g3qrx2x08xh
Bird, MEX, 6401258a-7be3-42f6-86ab-0ce24a6d94f7, 45, 5678, No update data, 9g3qrx1fz14v
Bird, MEX, 2297d707-8041-4c05-9411-a8e7c77160ab, 71, 9480, No update data, 9g3qrwfrxqzr
Bird, MEX, 0f2ac9df-8c87-4205-94e0-e6f7edd661f2, 52, 6847, No update data, 9g3qx9spqspy
Bird, MEX, dcd0007a-a699-4801-bc6f-c9ed221dea7f, 93, 12956, No update data, 9g3qrwfnyxpf
Bird, MEX, e27c5c6b-8144-47c6-9e1d-693410ec84f5, 56, 7110, No update data, 9g3qrwu06neg
Bird, MEX, 1e05a852-5d85-478f-9947-259933833bdd, 82, 11857, No update data, 9g3qx9d3v65j
Bird, MEX, 3986f8c5-9850-4c8a-a93f-cd1449da2d35, 67, 8848, No update data, 9g3qrwtkdm6j
Bird, MEX, 4635bcf0-340e-45aa-a6b3-4d594c9cc33c, 74, 9954, No update data, 9g3qrwg0f9jm
Bird, MEX, c8414d54-6fcb-4519-a711-f49554876e7f, 56, 7110, No update data, 9g3qrx0fvewj
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 54, 7181, No update data, 9g3qrx0g5utj
Bird, MEX, 6941708a-5e9c-4bac-b688-0f6216815c2d, 83, 11376, No update data, 9g3qrwshsyn9
Bird, MEX, 5d7befa3-d142-45c5-af1f-ea817fded616, 64, 8851, No update data, 9g3qxc8z6g62
Bird, MEX, f078b50a-da9b-4d68-abf5-547d814f2555, 46, 5530, No update data, 9g3qrwcqw7sd
Bird, MEX, 51b6fae2-9abe-43eb-8bdd-64a102f88ed7, 63, 8684, No update data, 9g3qrweuvf7k
Bird, MEX, 37e7f309-bfd3-44ac-97b4-16ed8b455d2e, 76, 10855, No update data, 9g3qx9fbzssm
Bird, MEX, 9548354a-a62d-4d03-bde8-be2bc835ef9e, 34, 3841, No update data, 9g3qrx0nrphp
Bird, MEX, b6c6c80b-02ce-49b8-904f-558b8df47b8e, 52, 6847, No update data, 9g3qrx0npekm
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 90, 12482, No update data, 9g3qrwcnt1hf
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 87, 12008, No update data, 9g3qrwcns8g3
Bird, MEX, 160d93d4-0248-44fa-8c0d-8cec26dd5732, 80, 11523, No update data, 9g3qrwcjux56
Bird, MEX, 05e1e739-2621-441b-962b-677608860b68, 88, 12859, No update data, 9g3qrwcj997s
Bird, MEX, 6115e0fb-04e5-4977-9aaf-8a350785aa39, 88, 12859, No update data, 9g3qrwcj36td
Bird, MEX, ab246f26-5f73-4dc9-8f18-42c839e243a2, 73, 10354, No update data, 9g3qrwcj2s8z
Bird, MEX, d8baed10-c794-4ad8-810d-0f52e237c43a, 97, 13588, No update data, 9g3qrwcj1prq
Bird, MEX, e19ad9cd-d8a9-4613-9620-f3816d6edf34, 87, 12692, No update data, 9g3qrwc1w86y
Bird, MEX, af29da6c-8239-4831-b6da-7bacf0bd466c, 71, 10020, No update data, 9g3qrwc1mxnp
Bird, MEX, f98451f5-f199-443f-bc51-697564666377, 91, 9440, No update data, 9g3qrwc1qhpe
Bird, MEX, e7cf59b0-768c-49b6-8032-098c1a643c82, 85, 12358, No update data, 9g3qrwc1ngmv
Bird, MEX, be5260d2-e509-402a-a7bd-416f4f14822c, 70, 9853, No update data, 9g3qrwc1njxd
Bird, MEX, 1ef274d4-8a36-4fac-ba02-17bb35defcbd, 48, 5846, No update data, 9g3qx9gn96mt
Bird, MEX, aac9b321-e6da-4953-9f2d-80a40594d73f, 81, 11060, No update data, 9g3qrwc216jt
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 81, 11060, No update data, 9g3qrwd6f8jr
Bird, MEX, 602f512f-30a2-4dd8-bf9a-80f233f1967e, 88, 12166, No update data, 9g3qrwd6cd5f
Bird, MEX, df02c93d-c0ab-47ad-9f57-1a9d3603d8b9, 73, 9796, No update data, 9g3qrwd69e7b
Bird, MEX, 8fbc0c71-457a-4b65-8924-e09ec3212da8, 90, 13193, No update data, 9g3qrw9q0xbb
Bird, MEX, 9f1b4fd5-a49e-46c1-815f-94ec9f445bdf, 98, 13746, No update data, 9g3qrwbhr3cn
Bird, MEX, 597163a8-d30a-4c8e-8fde-3ff4d5e185ea, 97, 13588, No update data, 9g3qrw9mbbhp
Bird, MEX, 3446f1d1-d654-4e2a-bc9e-e941482345ab, 70, 9322, No update data, 9g3qrw9m9n67
Bird, MEX, cadae79b-2cc0-4e59-ae68-6b363d142f3b, 98, 13746, No update data, 9g3qrwbhq19k
Bird, MEX, be8b5be9-91fe-4ed7-b77a-96608c16dd4c, 100, 10502, No update data, 9g3qrwbhnmse
Bird, MEX, 71c049ec-d3df-4304-8adb-2a94f1d1b700, 97, 14362, No update data, 9g3qrwbhnn92
Bird, MEX, 46ad615d-05fa-4dd0-8d4a-7955559a67bf, 100, 14062, No update data, 9g3qrwb5yvtb
Bird, MEX, 753e96db-aced-4ad2-928d-aeaf64be46da, 93, 12956, No update data, 9g3qrw9jeujn
Bird, MEX, 369150b9-875a-4b41-9945-be1a4ea4a5a1, 98, 13746, No update data, 9g3qrw9jk2qk
Bird, MEX, 20bf3262-c125-4422-9371-de78ac855393, 40, 4582, No update data, 9g3qrqzuqhrt
Bird, MEX, 5f794cdb-0ecc-4c78-bdf1-3db4019777c1, 71, 9480, No update data, 9g3qrqzgznkn
Bird, MEX, 734e9d69-81d7-4e7d-a1ab-d66a4f242dd2, 73, 9796, No update data, 9g3qrw9by4pd
Bird, MEX, 594d9dc4-063e-4def-a71d-92766fc410e0, 51, 6680, No update data, 9g3qxcffhu1u
Bird, MEX, 74bb55d1-4689-46e4-8f48-bdebe5b327df, 47, 6012, No update data, 9g3qxcg1ckjc
Bird, MEX, 3f258e8a-f3d3-40f0-9324-aeeb74939f76, 56, 7110, No update data, 9g3qrwjmedwg
Bird, MEX, 7afe5164-67f4-41c5-b018-77c355f53d83, 20, 1422, No update data, 9g3qxdm1bjvv
Bird, MEX, c5956a6a-cf33-4a50-9805-a815fd46f063, 53, 7014, No update data, 9g3qxdme6rp0
Bird, MEX, f9937a84-5abe-46da-ae2a-bfe856dfa576, 44, 5214, No update data, 9g3qrqz5b1mx
Bird, MEX, 7992870b-7d0e-4c84-9dff-2165cf57e83d, 84, 12191, No update data, 9g3qrqyfzgr6
Bird, MEX, cbd5ab7a-58be-466e-a2b7-5375321faf13, 87, 12692, No update data, 9g3qrqyfybjz
Bird, MEX, 28647e37-d8b8-4ea0-8f2c-50fee617aa32, 56, 7110, No update data, 9g3qrqyfw532
Bird, MEX, 994c22a8-d033-4eb2-85a9-f5d3d7dbc874, 67, 9352, No update data, 9g3qxf4fnzw3
Bird, MEX, 47e8d12b-16e6-4a47-926c-3329c614ed09, 71, 10020, No update data, 9g3qxf542jqn
Bird, MEX, 8d5448c7-33a4-43a6-b65e-01895143af3d, 70, 9853, No update data, 9g3qxdqnrgr9
Bird, MEX, 8513c904-7506-4e3c-8b1a-8c167159b882, 75, 10112, No update data, 9g3qxf54c048
Bird, MEX, 68d70897-e54f-4af7-860a-c62401f912d7, 87, 12008, No update data, 9g3qrqx6fc7r
Bird, MEX, 378a68f0-599e-4643-9059-93e5fcc65284, 84, 11534, No update data, 9g3qrqrypyfd
Bird, MEX, 87b9c3b0-a975-409e-a12b-e843b308fd1d, 76, 10270, No update data, 9g3qxf57b1w4
Bird, MEX, 1aa8422d-8595-4534-8767-6ec78641cee9, 93, 12956, No update data, 9g3qrqrym7pv
Bird, MEX, b57c47ad-900a-433a-af0d-05ebde175d44, 96, 13430, No update data, 9g3qrqrvvwnh
Bird, MEX, 4e1e88c1-1417-42d6-a3ce-dbde7a39206b, 58, 7426, No update data, 9g3qrqrtufru
Bird, MEX, ddfd1500-a3ec-4afa-9259-b06911384a81, 72, 9638, No update data, 9g3qxf5svbgw
Bird, MEX, 84dab8f1-aced-471b-9e86-1e7fe8556e52, 76, 10270, No update data, 9g3qxf6f586j
Bird, MEX, 1648cf2d-2f4c-49c7-8a64-5f5e572faf75, 54, 6794, No update data, 9g3qrqvmh2wk
Bird, MEX, b43aea94-7c7c-470b-99ba-27165da374d6, 48, 5846, No update data, 9g3qrtvdrb49
Bird, MEX, 49449c9b-acf0-4c6d-b59e-f5230b3ba5d2, 51, 6320, No update data, 9g3qxf74dxtx
Bird, MEX, 0a748e43-f675-4545-aaa4-ca033b07fb96, 52, 6847, No update data, 9g3qxf74epqv
Bird, MEX, a428cc78-03e0-4042-8a04-bdbbad47328e, 49, 6004, No update data, 9g3qxf74gtfn
Bird, MEX, 1828fb62-0554-4cfe-8191-f08e36dc7ccd, 56, 7515, No update data, 9g3qrw0kxcpd
Bird, MEX, db564f5e-57e2-4180-b5f3-ea41248df890, 46, 5530, No update data, 9g3qrqtxff7m
Bird, MEX, 5ed8908e-5220-4612-83ba-afb22edb5a96, 69, 9686, No update data, 9g3qxcqzd0hr
Bird, MEX, fd44e215-fff4-4950-a406-d2079809c16a, 52, 6847, No update data, 9g3qrqpyw5x9
Bird, MEX, 819f6e16-65d2-4171-9d5b-1c8c7e48b284, 48, 6179, No update data, 9g3qxcwc0374
Bird, MEX, b6b10517-3a42-4ecc-8711-33726c4f0390, 45, 5372, No update data, 9g3qrqpygbt0
Bird, MEX, b5a8c5a1-be6a-4ac9-a3b3-b2f40f010d14, 83, 11376, No update data, 9g3qrrhe0tbv
Bird, MEX, 1c9810a8-c9f8-45fb-937f-37d3b390a99f, 45, 5678, No update data, 9g3qxcwc46x6
Bird, MEX, 9d2ffdcb-3cee-4420-a7ef-a5bbd825f516, 72, 9638, No update data, 9g3qrqqgthkx
Bird, MEX, 4d3a0746-3611-4bc7-874d-b82786bc8fad, 61, 7900, No update data, 9g3qrw0c5z8p
Bird, MEX, 4cb9a1e3-b7ef-43ff-99da-2d49006788ee, 53, 7014, No update data, 9g3qrqw0ebhu
Bird, MEX, d1abc2bb-db1c-4a3f-8a59-99b54b40f70e, 49, 6004, No update data, 9g3qxcx0e9pm
Bird, MEX, dce6ea69-aadb-46de-a69f-058ba432f02b, 65, 8532, No update data, 9g3qxfk1gdx0
Bird, MEX, 478d9fd1-60bf-4f1b-ab60-7ee0a2bb5835, 49, 6004, No update data, 9g3qxcx0p2nd
Bird, MEX, d2afeceb-9d3c-4863-83d2-165f9685c9fa, 70, 9853, No update data, 9g3qrqpdyj3r
Bird, MEX, 9addfaad-3210-42cc-95ef-73fdc32e64fa, 71, 9480, No update data, 9g3qrquphxhk
Bird, MEX, 1e3f0f90-b608-4121-aac2-ada709eced85, 100, 14863, No update data, 9g3qrqup5mgm
Bird, MEX, 5704481c-ce9c-4984-b3fe-3309b2bb35c6, 100, 14062, No update data, 9g3qrqup5m73
Bird, MEX, 6be38835-823f-461d-b83a-3ec11c8907ca, 63, 8216, No update data, 9g3qrtte9v0f
Bird, MEX, 6e08ff6e-9bd6-42f1-945f-edc0047d59a1, 81, 11690, No update data, 9g3qrqmw3yyu
Bird, MEX, c25677bf-c6ea-4aa3-80ce-d4cc210ea6a3, 70, 9322, No update data, 9g3qrqsqkf32
Bird, MEX, 25961c1b-5404-4b1a-aeba-bb6b90080ad3, 49, 6346, No update data, 9g3qrqnwxqxm
