Bird, MEX, 4c739442-f5c6-42d2-b146-ffef2a38a91f, 93, 12956, No update data, 9g3qx2s59r8m
Bird, MEX, 06f17b17-5d6b-4ce0-8383-07b49ec2971e, 96, 13430, No update data, 9g3qx90cx6rk
Bird, MEX, 8503c02f-45fd-4e79-8484-13c2a81e0f8c, 96, 13430, No update data, 9g3qx90cru6x
Bird, MEX, 0a222351-323c-457c-a14e-2db4ac98e2ef, 62, 8517, No update data, 9g3qrr6whcck
Bird, MEX, d0267e20-8e89-4a1a-8969-2beb7d22d9c0, 57, 7268, No update data, 9g3qrrmhw117
Bird, MEX, 52d9804f-be7b-4408-95c6-f5472fa27f4b, 62, 8058, No update data, 9g3qx837407g
Bird, MEX, d0a37f46-5dfb-47e6-a34f-595fffcaa269, 92, 13527, No update data, 9g3qx92h7bjj
Bird, MEX, c03ce47b-a9c0-416b-bc73-1032b49d8a3c, 100, 14863, No update data, 9g3qrrmh7422
Bird, MEX, e8af87c8-9e51-45a6-b071-d4b8a9c3ca2b, 87, 12692, No update data, 9g3qrrmh1z2x
Bird, MEX, eb089722-b0a7-414a-8185-4144ea7263e0, 89, 12324, No update data, 9g3qx92hhzxc
Bird, MEX, b3c0b887-3039-41af-90d0-4625064ae431, 91, 12640, No update data, 9g3qx0ps0h8q
Bird, MEX, bc68bca2-aa8d-4cde-b5d1-29a949bf4630, 94, 9794, No update data, 9g3qrrmh577t
Bird, MEX, bde4fafc-fbc5-470c-835a-bd57315f809b, 94, 13861, No update data, 9g3qrrmh4d0n
Bird, MEX, 6832eba8-74bd-4c76-bec3-35c162125bc4, 97, 14362, No update data, 9g3qrrmkxek1
Bird, MEX, 85f1dc24-1940-4053-ac0a-f533e60961bb, 97, 14362, No update data, 9g3qrrm5ftb5
Bird, MEX, 571b2623-0401-497f-abf6-9a48840092f0, 82, 11218, No update data, 9g3qx0pkp17c
Bird, MEX, e2503d73-25e8-4b93-97ac-f374457a3573, 70, 9322, No update data, 9g3qrpyxr3r5
Bird, MEX, 11cf8d40-4742-40a9-b706-0da747d2365a, 92, 13527, No update data, 9g3qrpzpr2rj
Bird, MEX, 81ff88c2-3c3a-4710-9b86-0798ac82fb5c, 91, 12640, No update data, 9g3qx0p6jck1
Bird, MEX, 4655d752-04a9-4028-962c-0beb1f5455f6, 92, 12798, No update data, 9g3qx0p270qm
Bird, MEX, 0e17519d-ed0c-4078-b80e-de5ce17ca8e8, 91, 12640, No update data, 9g3qx0pdb278
Bird, MEX, 65f13d3f-0b2d-4f4a-8c16-f491737010a8, 88, 12859, No update data, 9g3qrpznnt42
Bird, MEX, c8710d9e-9267-49d8-b2e6-e06aea3c8382, 55, 6952, No update data, 9g3qrpvyxffp
Bird, MEX, 24f9a7f5-3fb5-40fd-99b1-3794890729c8, 85, 12358, No update data, 9g3qrpzk06e8
Bird, MEX, 98361164-9cfe-47ba-8089-8a52c3847494, 90, 13193, No update data, 9g3qrpzk639v
Bird, MEX, c4cda3e9-2622-432d-8ba7-2b168704e825, 88, 12859, No update data, 9g3qrpz5wyms
Bird, MEX, 54604a97-b8da-4ad9-b3b3-d9c199ec4668, 96, 13430, No update data, 9g3qrpyft5k3
Bird, MEX, e70b8342-c721-49b4-8fc4-d3f12f55afcc, 80, 10902, No update data, 9g3qrpz7c6mn
Bird, MEX, 3ffd623d-8224-4c44-b149-422a6040376c, 90, 13193, No update data, 9g3qrpzk5d98
Bird, MEX, 0298c852-3d71-41e1-8417-dc50aea18bc7, 72, 10187, No update data, 9g3qrpzk589t
Bird, MEX, 63e9ef70-528f-49e2-ad55-e084a59ffb47, 93, 12956, No update data, 9g3qrpz7d5kc
Bird, MEX, 3af74e51-7702-4863-b83a-51c38cc17f5f, 91, 12640, No update data, 9g3qrpz5nd4q
Bird, MEX, 2b677e56-493a-4567-bc7f-1b1428deeb5e, 63, 8216, No update data, 9g3qrpz7ewru
Bird, MEX, 947a3a92-e233-4a3c-8dc9-b010c1ae66a5, 94, 13114, No update data, 9g3qrpz74z5j
Bird, MEX, cd75e715-2448-4b65-b214-2bb8c7fc8891, 94, 13861, No update data, 9g3qrpz4xmrp
Bird, MEX, 4f72794a-0bbf-4d61-85c8-50052f42ea5d, 94, 13114, No update data, 9g3qrpzy2gt1
Bird, MEX, 867ca35b-befa-4310-ae76-54c25d56f7a1, 94, 13114, No update data, 9g3qrpzy3vqs
Bird, MEX, 03a41f9c-281c-4dc1-b678-9ad294384f0a, 93, 12956, No update data, 9g3qrpzy1v26
Bird, MEX, d71f313f-37b1-4e08-89f7-ba3c68d24af2, 94, 13861, No update data, 9g3qrpz4pmzj
Bird, MEX, 925c6bf7-c628-4957-af54-eeb6cd8ee021, 96, 14195, No update data, 9g3qrpz6v1hw
Bird, MEX, 3d850764-5537-4c8a-a58d-997d7e4d5bed, 88, 12166, No update data, 9g3qrpz39v2r
Bird, MEX, 5f81f73a-286d-4d4d-bf2f-86c0e7eb1d51, 90, 12482, No update data, 9g3qrpzvkvpd
Bird, MEX, cd6455e4-32ef-4c8d-83bc-1c83e97b2edb, 84, 12191, No update data, 9g3qrpxtnxf3
Bird, MEX, 36c6d646-ef97-4533-b196-fd656a8a3547, 24, 2171, No update data, 9g3qrpsyxc6j
Bird, MEX, 41a7d8ac-99ba-4f07-83cb-598cf908d078, 90, 12482, No update data, 9g3qrpqwtebu
Bird, MEX, efee49bb-6f8a-4e0e-b108-e1d005749b66, 80, 11523, No update data, 9g3qx0s1k4dg
Bird, MEX, f4c8cb4a-978b-47ac-b0e0-dacd79f91afc, 84, 12191, No update data, 9g3qrpqddrrf
Bird, MEX, e26c615d-d329-47e8-b1f0-73de7cb92643, 74, 10521, No update data, 9g3qrr945w99
Bird, MEX, cc91201f-50ef-4cf4-adb1-890f6a9ea95d, 78, 10586, No update data, 9g3qrpksndv5
Bird, MEX, a87c2eb5-b188-484d-b52c-080a9801ef36, 89, 13026, No update data, 9g3qrr2612vn
Bird, MEX, 9379d512-181b-4a19-a27b-b3cfe0044d87, 89, 13026, No update data, 9g3qrr21z2x1
Bird, MEX, c0562087-eaf1-4672-9c9f-f95647255dc5, 75, 10688, No update data, 9g3qrr98c286
Bird, MEX, d62689ee-2e9e-4f8f-a6d7-ecd6fd9cd4cc, 97, 13588, No update data, 9g3qrpptjuh1
Bird, MEX, 46a09f82-d647-42e5-95e5-38f5d6ac6986, 48, 5846, No update data, 9g3qx0g8d4ks
Bird, MEX, 5bc4f95e-f327-49c1-9afb-afd46c109227, 54, 7181, No update data, 9g3qx0g8fkpb
Bird, MEX, 5d115a76-bb32-48ee-87c6-b5a02ae1d77f, 49, 6004, No update data, 9g3qx0urr7qb
Bird, MEX, c41f827e-43e4-4fcb-a1c4-f18af673e911, 45, 5678, No update data, 9g3qrr0tfx8n
Bird, MEX, be4e4df7-29d3-4ea1-9a33-3914fa8bbfd3, 48, 6179, No update data, 9g3qx1hced9q
Bird, MEX, d283b21d-208c-4a41-99a9-85fcc286ae5f, 49, 6346, No update data, 9g3qx1jh5ec3
Bird, MEX, cb2ab9ac-885c-4ebf-867c-fc044a4ef97b, 84, 11534, No update data, 9g3qx0fb75np
Bird, MEX, b779d658-28e0-4ae8-8152-54ed399c63a1, 96, 14195, No update data, 9g3qrppb4hsv
Bird, MEX, 890d4dac-c1da-489d-b3a9-6961756c31f2, 89, 13026, No update data, 9g3qrppb4tkc
Bird, MEX, edfe058a-7e63-41eb-b993-222fc7cac9ab, 97, 13588, No update data, 9g3qrnzpjtbv
Bird, MEX, aab6fe62-ca6f-499c-ae87-332c5f5b0787, 98, 14529, No update data, 9g3qrppb542p
Bird, MEX, 308d7a87-8cef-4ce9-89e3-0b805283d056, 54, 6794, No update data, 9g3qrnzpjstv
Bird, MEX, 1c000296-8eef-4d5e-99ce-a26eb0c07e5b, 100, 14863, No update data, 9g3qrnzzfr1f
Bird, MEX, 3a75aa6a-4145-4766-81a2-61779dd4784a, 91, 13360, No update data, 9g3qrnzpn4rr
Bird, MEX, 5d0f88c9-8de8-469d-9528-844cb1129d17, 96, 14195, No update data, 9g3qrnzpjbsh
Bird, MEX, 58f08f43-00d2-4ff8-b7bf-0614e78ce570, 96, 14195, No update data, 9g3qrnzpn2uq
Bird, MEX, 01fcc0bd-7a21-4ac2-84ac-51442e5ce70b, 94, 13861, No update data, 9g3qrnznvxty
Bird, MEX, 728215f7-a634-4e90-815d-9f44150fc162, 81, 11060, No update data, 9g3qrnzpnbts
Bird, MEX, 93952f2e-6607-49f1-a24b-b2ae076046f3, 90, 13193, No update data, 9g3qrnznyp3h
Bird, MEX, 8cecfe6c-790f-4cba-a768-503288c6a2ca, 94, 13861, No update data, 9g3qrnznyp14
Bird, MEX, 8ec2068c-bc98-482c-b5fb-105085b934f1, 90, 13193, No update data, 9g3qrr0ccznd
Bird, MEX, bf8f10f6-e998-40b6-b6f7-b3c8817f1129, 89, 13026, No update data, 9g3qrr0c8w0d
Bird, MEX, b7a40648-bc19-4de0-a1f3-b36538e42a09, 97, 14362, No update data, 9g3qrr0ccfne
Bird, MEX, c0dd7a7a-edb0-4e50-b66e-7c3f1cda9949, 100, 14863, No update data, 9g3qrr0c8eyu
Bird, MEX, 74e1095c-674c-42fd-aad3-eabb28c84168, 90, 13193, No update data, 9g3qrr0c9vy8
Bird, MEX, ebe6469c-4683-4e73-a830-ae7ae56de2f3, 93, 13694, No update data, 9g3qrr0c9602
Bird, MEX, d7278e6a-4cfc-4af9-a833-919ec6b111b9, 89, 13026, No update data, 9g3qrr0c9145
Bird, MEX, 6d33eb51-c89c-43a6-baa4-af6a1c90cee4, 100, 14863, No update data, 9g3qrr0c92b3
Bird, MEX, 2c185b2d-d1ac-46df-9ab0-0de89f42a544, 71, 9480, No update data, 9g3qrnyvg525
Bird, MEX, 22cb30b7-5bc8-448f-b361-69e5943164fc, 98, 13746, No update data, 9g3qrnyvdjhu
Bird, MEX, ca1f835a-93b4-4075-a803-5b1c3d935b15, 45, 5372, No update data, 9g3qrnyve7us
Bird, MEX, e9e854b7-c1a7-47d0-9ee1-2b5cb371cd73, 60, 7742, No update data, 9g3qrnyvdge4
Bird, MEX, 66024615-b3dd-4d5a-8a6b-98085a0d7615, 72, 9638, No update data, 9g3qrnyve8c9
Bird, MEX, 685a37d1-9cf9-4a2f-94a0-e7972178f2fb, 93, 13694, No update data, 9g3qrr08zk8f
Bird, MEX, 6aee3618-ebb4-4975-9e95-4e206bab67b0, 64, 8374, No update data, 9g3qrr1y4824
Bird, MEX, 19e2a7fa-ea4c-4521-afcb-290f3edb2688, 83, 11376, No update data, 9g3qrnyv7jbp
Bird, MEX, f64f0044-4aa0-480c-91a2-7ec889493c22, 99, 14696, No update data, 9g3qrr0c1fnt
Bird, MEX, ab970ab1-b98a-4e04-bc4c-cdf4c0c2bbea, 65, 8532, No update data, 9g3qrnyvmfk0
Bird, MEX, 53239a68-389d-42f8-ad28-fa6af312c06d, 48, 5846, No update data, 9g3qrnyvhdhm
Bird, MEX, fd92f56a-4fb0-48af-ba50-3f40859a0fe4, 90, 12482, No update data, 9g3qrnzj1b8k
Bird, MEX, c9855653-5004-4c69-b134-474b0b303ec4, 91, 12640, No update data, 9g3qrr11vmpw
Bird, MEX, 17b51e57-f687-48e9-8786-dfc90837b8ad, 85, 12358, No update data, 9g3qrr459vb2
Bird, MEX, 3c3d77b7-6300-4109-a8dc-a0535b985c6b, 90, 13193, No update data, 9g3qrr45dxm1
Bird, MEX, 915e2915-7421-4469-816a-ad5ad1b9f559, 84, 12191, No update data, 9g3qx0f5wbjx
Bird, MEX, 14d70115-8081-496b-9cbe-9faed7ab18d4, 79, 10744, No update data, 9g3qrqbvy4p7
Bird, MEX, a9308dfa-1e4d-4b19-a6b9-e708f49e0654, 70, 9322, No update data, 9g3qrr1fptuj
Bird, MEX, 4b0b15ca-c5f6-45a9-a948-581c69021eb7, 88, 12859, No update data, 9g3qx1russk2
Bird, MEX, d6c3969d-fd00-4ed5-a276-b423f443d07d, 99, 13904, No update data, 9g3qrr4v2hmw
Bird, MEX, 66e0ddd0-eff8-4df5-8d3a-41419a748d32, 83, 11376, No update data, 9g3qrr4v2d28
Bird, MEX, 0eb42102-6f05-4c02-ad44-b0954bc1e669, 98, 13746, No update data, 9g3qrr4v2f7b
Bird, MEX, 9fbc2a0e-c6ea-4c7e-a4c0-284691760334, 94, 13861, No update data, 9g3qrr4v0w89
Bird, MEX, 9540a50d-13e6-4b8c-af9c-764a8eb5339f, 98, 13746, No update data, 9g3qrr4v31dh
Bird, MEX, 6ba594d5-eb98-4103-afd5-de4b11111543, 96, 13430, No update data, 9g3qrr4vde20
Bird, MEX, 11b17e8e-8fdd-44f0-9c94-4f114109327b, 99, 13904, No update data, 9g3qrr4v1rjm
Bird, MEX, dc677130-4984-4ab0-953f-3b2b0d84a167, 98, 13746, No update data, 9g3qrr4v1k03
Bird, MEX, c7663d6e-92b4-4c15-a9ae-5d92fe95af34, 97, 13588, No update data, 9g3qrr4v445t
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 96, 13430, No update data, 9g3qrr4v4z7r
Bird, MEX, ab7e8bf1-0ebe-4bc8-b7bb-9e703b1fab0e, 97, 13588, No update data, 9g3qrr4v4e05
Bird, MEX, 71125c7a-4976-4cb5-b7dc-f88a05abd1d2, 94, 13861, No update data, 9g3qrnwx85t6
Bird, MEX, 31e56a5d-4175-454e-af22-7bbc0f8340f7, 98, 14529, No update data, 9g3qrr4vzr2u
Bird, MEX, 0fec7716-d1b5-4c21-8095-7126ca5ddb20, 91, 13360, No update data, 9g3qrnwx25b3
Bird, MEX, b6646355-a63a-47a1-b652-a78188932335, 94, 13114, No update data, 9g3qrnwrr6z5
Bird, MEX, 9a922753-3882-4fa2-845d-1078fe4028a0, 52, 6478, No update data, 9g3qrnwrppgb
Bird, MEX, 4627a5c5-ce59-4aab-b532-cd588bb02177, 93, 13694, No update data, 9g3qrr4vxrr4
Bird, MEX, 02cbcc9a-3023-42f0-b040-e3694dae9e05, 98, 14529, No update data, 9g3qrr4vxm2y
Bird, MEX, 5ae649f8-abe1-45c3-93d7-3922bfd013c4, 76, 10855, No update data, 9g3qrnwrphgz
Bird, MEX, 1de46640-3af7-4775-b2eb-17a5b3710166, 85, 12358, No update data, 9g3qrnwrnubx
Bird, MEX, 8b10c403-d055-4946-8221-84b148b4596a, 93, 13694, No update data, 9g3qrr4vxg62
Bird, MEX, b6102c5d-4955-42af-8d1e-7d9e41426305, 99, 14696, No update data, 9g3qrr5j8qey
Bird, MEX, 8a976037-84cc-4af3-99b0-cedf97276ccb, 80, 11523, No update data, 9g3qrr4vp62z
Bird, MEX, d242bd42-9977-4fdb-bc9b-fa4fa0d72978, 90, 12482, No update data, 9g3qrqcsedrf
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 96, 13430, No update data, 9g3qrnxzxtsp
Bird, MEX, baab2632-4df5-42b7-be7a-feff70750bf0, 94, 13114, No update data, 9g3qrq8p2qee
Bird, MEX, deb2734b-cf82-4a5c-b1b7-e9cb46bca9de, 79, 10744, No update data, 9g3qrnww1p3y
Bird, MEX, 1fb7926b-f073-4a93-ae0b-7c7cd3e56563, 99, 13904, No update data, 9g3qrq8p32j4
Bird, MEX, abc27593-68a4-4e27-8c21-41bc6ca6a774, 78, 11189, No update data, 9g3qx14y0m7e
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 74, 9954, No update data, 9g3qrnxygvhy
Bird, MEX, a348caba-d927-446a-8d04-7b9218023722, 98, 13746, No update data, 9g3qrq8p0dqz
Bird, MEX, 094b804e-9d66-406f-8d12-33b3f6bea730, 98, 13746, No update data, 9g3qrq8p144j
Bird, MEX, d598aea2-2fe4-4a7e-aa23-3ab7c53e04a9, 98, 13746, No update data, 9g3qrq8p160m
Bird, MEX, 04b85ce0-bd7f-4946-9f7b-78a238704c8a, 44, 5214, No update data, 9g3qrnwt8ree
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 69, 9164, No update data, 9g3qrqfjdxbj
Bird, MEX, 2a8baceb-f7ce-4e65-a6de-e4e8d8ad28dd, 87, 12008, No update data, 9g3qrr5q1f2x
Bird, MEX, ecf28973-86e1-40f1-ad9c-56069619a0ae, 98, 13746, No update data, 9g3qrq8nb9nv
Bird, MEX, ccf89ca3-a118-4478-86bd-9a5d88ca5628, 84, 11534, No update data, 9g3qrr554m3c
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 48, 5846, No update data, 9g3qx8j9fqf1
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 51, 6320, No update data, 9g3qx8huuzwx
Bird, MEX, 41cebaeb-ecab-4eef-9c2b-e67bbe03a6e4, 44, 5214, No update data, 9g3qx8supy68
Bird, MEX, a13b7893-6fd2-4e19-893b-c5a7df1167ea, 48, 5846, No update data, 9g3qx8h0c1x2
Bird, MEX, e4e0f5ac-4728-4caf-9cea-a36323c97a85, 69, 9164, No update data, 9g3qrxvb42r4
Bird, MEX, 24a2cb4e-1603-48fa-853b-db4fb68e9fcd, 96, 13430, No update data, 9g3qrxuhjgg2
Bird, MEX, b270a519-8459-40cc-aa7e-66a6e0edcf5e, 96, 13430, No update data, 9g3qrxuhj801
Bird, MEX, 160d93d4-0248-44fa-8c0d-8cec26dd5732, 46, 5845, No update data, 9g3qrxep7x3b
Bird, MEX, 396070be-9609-4ecb-9235-8347b2f456b7, 63, 8216, No update data, 9g3qx860xk80
Bird, MEX, b077867e-bbb1-45c5-ab67-57971569c879, 17, 1002, No update data, 9g3qx9h036md
Bird, MEX, 92ae2748-5067-44e3-acd4-6cf98c87f026, 80, 10902, No update data, 9g3qx9h06qxj
Bird, MEX, 550b925d-24fc-4d43-94a8-038e36f97eec, 79, 10744, No update data, 9g3qx8gmmu5m
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 78, 10586, No update data, 9g3qrxkm2rdc
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 67, 9352, No update data, 9g3qrxkm3hpk
Bird, MEX, 0f4409a1-e190-41aa-b3b1-d6bb107735da, 48, 5846, No update data, 9g3qrxdm8s8c
Bird, MEX, f39bc5b2-57b0-4ac2-9c8c-2bd1ab6fb065, 28, 2686, No update data, 9g3qx89shczv
Bird, MEX, 62c6d7f3-fa04-49e5-9594-c7f3a45851e0, 60, 8183, No update data, 9g3qx9k8ed3v
Bird, MEX, 46ad615d-05fa-4dd0-8d4a-7955559a67bf, 46, 5530, No update data, 9g3qx9k3npze
Bird, MEX, ce6ed702-2a46-4d4a-8700-159a4d6b0341, 92, 12798, No update data, 9g3qrx755488
Bird, MEX, a67bf076-5e81-4af5-8759-0229d2798f7d, 85, 11692, No update data, 9g3qrx5xve8j
Bird, MEX, ad03bce2-24bc-40be-aa2c-760200738d20, 93, 12956, No update data, 9g3qrx9r7hy8
Bird, MEX, 4d4ef7f7-4108-4782-a416-15e3e4ba523b, 65, 8532, No update data, 9g3qrxhdtq54
Bird, MEX, a96ca4f5-e478-4aed-8205-7445d70462bf, 44, 5214, No update data, 9g3qx96b1ktx
Bird, MEX, 3472d7ed-245c-42d9-ad44-3313c6281c7e, 67, 9352, No update data, 9g3qrxj2k4e6
Bird, MEX, ac54d2f1-274e-486a-92b6-44a77d3c1ee3, 42, 4898, No update data, 9g3qx96cnp1r
Bird, MEX, 906ed7dd-d5cf-4750-959b-4dcfe684cc02, 53, 6636, No update data, 9g3qrx5d7dcu
Bird, MEX, 46dcf54d-db6c-4946-a62b-2daa21f267d9, 78, 10586, No update data, 9g3qrx59u78m
Bird, MEX, a797f6bc-156d-4893-be98-772e378d380b, 87, 12692, No update data, 9g3qrx4uhmw7
Bird, MEX, fa12b65b-0bbf-4711-bb42-75fcdd9b9ed5, 56, 7515, No update data, 9g3qx91vgxyb
Bird, MEX, 8d0b24af-ab94-4369-9390-7fa8d8dda44d, 70, 9322, No update data, 9g3qx91y5jqe
Bird, MEX, 314a2ce1-b16a-4dab-91f9-fb6e98f5f27d, 88, 12859, No update data, 9g3qx91y725s
Bird, MEX, df121a17-f420-4c98-85e2-18c951754cc3, 60, 7742, No update data, 9g3qx9t6wddz
Bird, MEX, 042dd301-559d-4df6-8e3b-8a7bd125838c, 90, 13193, No update data, 9g3qx93bz8um
Bird, MEX, cd4cb2b4-67ed-4272-a31f-3757504e6715, 96, 14195, No update data, 9g3qx93bwwry
Bird, MEX, 7698dc2a-c1c9-46a3-958e-1329429632c5, 43, 5056, No update data, 9g3qx914kfpb
Bird, MEX, 1cb482fe-b69b-4dec-864b-bc5ad605045b, 47, 5688, No update data, 9g3qrxb2f3pn
Bird, MEX, 2e1ac500-e4b8-470c-9065-1f152038be2c, 65, 8532, No update data, 9g3qx914hqym
Bird, MEX, b3320b1e-f3a8-4856-89f4-24e8c62cffed, 42, 4898, No update data, 9g3qx9145f81
Bird, MEX, 7cfad983-6c6e-446c-8091-ab81782b9b88, 88, 12859, No update data, 9g3qx93btnky
Bird, MEX, 2fe02f2e-ae04-4fb7-8aad-653eb0d11c04, 88, 12859, No update data, 9g3qx93cn0rs
Bird, MEX, 5569351b-da86-4979-8a14-a1067c7cb52b, 93, 13694, No update data, 9g3qx93bvm71
Bird, MEX, a6856924-59d9-4541-b679-474c40e01766, 89, 13026, No update data, 9g3qx93bud5m
Bird, MEX, e719f9a5-3fda-4964-b6e8-c6b69f09f324, 88, 12859, No update data, 9g3qx93chbxy
Bird, MEX, dccc66b4-d876-438f-bc75-1eec3e5788e5, 92, 13527, No update data, 9g3qx93bumw7
Bird, MEX, aba6c0de-f220-4f71-bc2f-fc632c88f659, 72, 10187, No update data, 9g3qx93cmf74
Bird, MEX, 4519a928-c732-4dbc-83a4-d3ff286c3b50, 87, 12692, No update data, 9g3qx93bgtcu
Bird, MEX, d5f4bf5a-6224-40a3-a97c-c4ecf8b087ee, 72, 10187, No update data, 9g3qx93c53es
Bird, MEX, 1decca89-9e3f-4d0a-a136-1b30f2584da6, 90, 13193, No update data, 9g3qx93ck22q
Bird, MEX, 895ff1e5-7b82-4b4f-987d-120dfc502d55, 98, 14529, No update data, 9g3qx91qn6k8
Bird, MEX, 22537a8b-a33e-4265-898d-310812df8158, 96, 14195, No update data, 9g3qx93ctd05
Bird, MEX, 68c8952c-44e5-4628-b7d2-fa994a64a3b9, 63, 8216, No update data, 9g3qrwughr0k
Bird, MEX, d5733235-0231-4596-8eba-fa4cca951fe4, 94, 13861, No update data, 9g3qx91qts84
Bird, MEX, b5c3b7c0-1f08-416d-a2d6-ca50e01e8c20, 94, 13861, No update data, 9g3qx91qsdeq
Bird, MEX, 0e46700d-4237-44d3-acda-0ca6fe3006d1, 56, 7515, No update data, 9g3qx9wj6kf4
Bird, MEX, 60d5cfdc-fd61-4012-b1ea-11b5e13eb9d7, 94, 13861, No update data, 9g3qx91quj72
Bird, MEX, ff5a2790-8921-47b2-96fb-8987b3f032a0, 61, 7900, No update data, 9g3qrx2wcz8w
Bird, MEX, fe4c4145-68db-45ed-a28d-5aa2463f4dd2, 63, 8216, No update data, 9g3qrx1puv1x
Bird, MEX, 89f26ce6-1744-4377-875d-95b1c63681bf, 79, 10744, No update data, 9g3qrx1fn196
Bird, MEX, ca6a9cdf-af07-40fa-a73c-36281c06e5ee, 38, 4509, No update data, 9g3qx9u8berj
Bird, MEX, 8e58d5bc-aa6f-4f01-9201-90eb4a4a609c, 49, 6004, No update data, 9g3qrwg1qpc7
Bird, MEX, 3e0a4185-39df-49f5-bb3e-15231c9c2e98, 69, 9164, No update data, 9g3qx9z1m355
Bird, MEX, 72e837c5-c6ad-411d-8da4-a0412233fd7e, 75, 10112, No update data, 9g3qx9z1t0m0
Bird, MEX, 9f5341c6-cd6e-42cc-b230-577c6091fcc7, 82, 11218, No update data, 9g3qrx12zn4u
Bird, MEX, 4635bcf0-340e-45aa-a6b3-4d594c9cc33c, 88, 12166, No update data, 9g3qrwg07d3b
Bird, MEX, f49fcc3c-61cf-404c-9177-87156f862c19, 87, 12008, No update data, 9g3qrwg04zg8
Bird, MEX, 0b55ad37-e096-43e5-980c-15afc24e8b48, 54, 6794, No update data, 9g3qrwcw9pd7
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 80, 11523, No update data, 9g3qrx0fuhgk
Bird, MEX, b059d456-c51b-423e-8d52-e20184ede2a6, 43, 5056, No update data, 9g3qrwcpy0c7
Bird, MEX, 7fe34a77-f857-4792-b0f5-46139964ccf5, 71, 9480, No update data, 9g3qrwcmvjhy
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 55, 6952, No update data, 9g3qrwcnywry
Bird, MEX, df02c93d-c0ab-47ad-9f57-1a9d3603d8b9, 87, 12008, No update data, 9g3qrwcfh0e7
Bird, MEX, 3959572c-7587-4e86-8fce-07f7fd1544df, 78, 11189, No update data, 9g3qrwdrc7md
Bird, MEX, f3b13f3d-02fe-419c-bfde-885af0455718, 55, 6952, No update data, 9g3qrwe73b0f
Bird, MEX, fd045d80-3d23-40ff-9dbb-a0ca855fd917, 83, 11376, No update data, 9g3qrwbyh2ym
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 96, 13430, No update data, 9g3qrws2h4g3
Bird, MEX, 9eb17065-3ff1-49a3-a2ea-32aa383aa85f, 83, 11376, No update data, 9g3qrwmw9y0c
Bird, MEX, 66f56cb5-a6c8-4d2d-b2fa-8eac678e942d, 70, 9322, No update data, 9g3qrx017p0r
Bird, MEX, 5fb8d625-c798-45fe-899a-7ab047d189bc, 48, 5846, No update data, 9g3qrwbkq4r8
Bird, MEX, 786a3d22-b662-49c4-8780-a19f1d60f108, 40, 4582, No update data, 9g3qrwd63vbx
Bird, MEX, d9b56c10-87ba-488a-b6d2-dd4365adff26, 71, 9480, No update data, 9g3qrwd63nd7
Bird, MEX, 20bf3262-c125-4422-9371-de78ac855393, 51, 6320, No update data, 9g3qrqzzuuxf
Bird, MEX, 6e3dc2f6-4459-4933-bbd7-3932ccab690f, 55, 7348, No update data, 9g3qxf08p175
Bird, MEX, d57b16f8-ed91-4991-9c14-6f98ba1ad7d2, 53, 6636, No update data, 9g3qrw6wg5yw
Bird, MEX, 005af541-9396-4d20-af1a-b0e426d3cd34, 34, 3841, No update data, 9g3qrrph5cbh
Bird, MEX, ddfb94e4-a15c-4b61-aa5c-41641cdbcee3, 78, 11189, No update data, 9g3qrqzur1un
Bird, MEX, b32e00f4-dbf8-455e-b74f-928e3363321c, 47, 5688, No update data, 9g3qxdhmxypt
Bird, MEX, c9a9dd57-baa8-4c8a-a2a3-97bb76d90eb1, 76, 10855, No update data, 9g3qxdppe1wb
Bird, MEX, 8e304c45-f958-4cda-a39e-c760e01b0537, 44, 5214, No update data, 9g3qxcg35dx4
Bird, MEX, 0d5916fc-66de-4be7-9b4e-b9af2b439f48, 56, 7110, No update data, 9g3qrw8pf740
Bird, MEX, 888319d9-27d4-4256-b2a2-a4ad16d722f3, 65, 8532, No update data, 9g3qxf1h96mv
Bird, MEX, 8d7471aa-4e32-447a-8e93-976f79b5b1fc, 55, 7348, No update data, 9g3qrrnkrxu7
Bird, MEX, 5533b2a7-1f34-4974-897a-95598f138012, 82, 11218, No update data, 9g3qxdk3550w
Bird, MEX, 0f5d0070-9d89-47bb-b421-6f766497d95d, 75, 10688, No update data, 9g3qrw3psbzb
Bird, MEX, f6f8a8f5-7512-4628-b61d-564a95f87916, 83, 11376, No update data, 9g3qxdqd765c
Bird, MEX, 61f1634a-9bf1-4efd-95d2-013512e9d692, 44, 5511, No update data, 9g3qxf1g79xp
Bird, MEX, fcbde8f4-bf32-49e0-ae3a-5689ee5f203a, 55, 6952, No update data, 9g3qrrms599d
