Bird, MEX, d0a37f46-5dfb-47e6-a34f-595fffcaa269, 82, 11857, No update data, 9g3qx92hjpsc
Bird, MEX, f17d49c5-1830-4e58-a34d-1dd840990418, 57, 7682, No update data, 9g3qx92hh7nq
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 89, 12324, No update data, 9g3qrws2m27h
Bird, MEX, 7b00525b-2fb2-4960-85a8-2f670778202e, 69, 9164, No update data, 9g3qx9zypdsd
Bird, MEX, e477091b-6851-415e-a6d7-f8f108d36d53, 45, 5372, No update data, 9g3qrwbtcyqy
Bird, MEX, 3db9e557-6ee0-4d83-ad2f-f988b8d24e19, 49, 6004, No update data, 9g3qrwbmy7hx
Bird, MEX, 885feb3f-9280-4dca-a71f-c18642dfce64, 64, 8374, No update data, 9g3qrwms71yv
Bird, MEX, 20bf3262-c125-4422-9371-de78ac855393, 47, 5688, No update data, 9g3qrqzzuw7q
Bird, MEX, 19505d16-1972-487b-a7b7-592382107608, 56, 7110, No update data, 9g3qrwkg6mzn
Bird, MEX, ddfb94e4-a15c-4b61-aa5c-41641cdbcee3, 67, 9352, No update data, 9g3qrqzuqw6c
Bird, MEX, d57b16f8-ed91-4991-9c14-6f98ba1ad7d2, 49, 6004, No update data, 9g3qrw6wc16q
Bird, MEX, 0d5916fc-66de-4be7-9b4e-b9af2b439f48, 51, 6320, No update data, 9g3qrwb04djj
Bird, MEX, dfd7dd7b-e2f0-4b1c-af72-c26acf01fbcc, 83, 11376, No update data, 9g3qrw3x9yyz
Bird, MEX, 964f120d-1a0b-426c-a1b7-e7bf0edaa767, 80, 10902, No update data, 9g3qrw3x9eed
Bird, MEX, 8d7471aa-4e32-447a-8e93-976f79b5b1fc, 51, 6680, No update data, 9g3qrrns86gy
Bird, MEX, cadae79b-2cc0-4e59-ae68-6b363d142f3b, 62, 8058, No update data, 9g3qrqyzwwxt
Bird, MEX, fa21f7b7-3d83-4920-a9bf-67709b9e9a6f, 56, 7515, No update data, 9g3qrw904ngf
Bird, MEX, f6f8a8f5-7512-4628-b61d-564a95f87916, 79, 10744, No update data, 9g3qxdq9yynp
Bird, MEX, 12498f40-c6da-495c-be5c-6401685dcfb5, 58, 7849, No update data, 9g3qrw6844gb
Bird, MEX, e6aabadd-69f5-4c56-8786-3a22857f36e9, 34, 3841, No update data, 9g3qxf46yynr
Bird, MEX, 0c52423a-a46f-4da3-9bf2-f222aa066682, 81, 11690, No update data, 9g3qrrmkp4u4
Bird, MEX, 07f32d5a-8b03-4218-9b60-e5ebb5fee414, 88, 9086, No update data, 9g3qrrm7yymy
Bird, MEX, 8c9cf1fc-4275-4ac8-a7a0-a6cd5151f02a, 48, 5846, No update data, 9g3qrrm7ygvz
Bird, MEX, 603a5bbc-b7ec-4195-8997-81f71a5bc1d2, 82, 11857, No update data, 9g3qrrmkn8fw
Bird, MEX, dae2bf00-b80f-4e59-a803-cdd0583a822e, 69, 9164, No update data, 9g3qrw4rtxw7
Bird, MEX, 6055f1f7-f7aa-4bb9-92bc-1f11e02b66a2, 79, 11356, No update data, 9g3qrrm8hr0j
Bird, MEX, 7e339a55-818d-4f56-a60e-e4f2d2462546, 81, 11060, No update data, 9g3qrrm8e5ys
Bird, MEX, 6e166efb-a5bb-429b-aed2-3d2d074730ef, 78, 11189, No update data, 9g3qrrjxgepc
Bird, MEX, 159caea9-9890-4349-967b-e9a9acedd927, 100, 14863, No update data, 9g3qrrm86dvh
Bird, MEX, 8254de51-955e-4148-b514-e58008c20e77, 80, 11523, No update data, 9g3qrrm85h27
Bird, MEX, cf16fd66-9688-4fe8-b72d-2d7c86ace9b9, 47, 5688, No update data, 9g3qrrmnwku6
Bird, MEX, fa0b0555-1743-4e03-b11e-f6befa5979b5, 70, 9322, No update data, 9g3qxf554jh4
Bird, MEX, 6ee61a39-8aa7-498a-91d5-0956bcbce03d, 35, 2832, No update data, 9g3qrrkvz4kj
Bird, MEX, cbe90ceb-4bc1-4d13-b550-c0c8ab0e8b6c, 52, 6478, No update data, 9g3qrw2e93tq
Bird, MEX, 09f0e1e1-752c-49d6-afac-f8a17d271ec4, 94, 13861, No update data, 9g3qrrkgkzx9
Bird, MEX, ddfd1500-a3ec-4afa-9259-b06911384a81, 72, 9638, No update data, 9g3qxf57nvwq
Bird, MEX, d4f57ef5-24a5-403f-a9a5-a4c70404b2b2, 92, 12798, No update data, 9g3qrrjphuxt
Bird, MEX, e4a228a7-0632-4db2-a862-66f4707228bb, 29, 3006, No update data, 9g3qrrkctr4b
Bird, MEX, 0febe00b-868b-495d-9d4b-a79cab0d8887, 85, 11692, No update data, 9g3qrrj0su98
Bird, MEX, dda82aa5-1281-4bfa-9cf5-1a74ee553810, 78, 10586, No update data, 9g3qrqrkt6xu
Bird, MEX, e8bac127-ff64-45cc-85f7-f9fd24d8709f, 79, 11356, No update data, 9g3qrrkbnx6x
Bird, MEX, a6067a35-8554-46d4-a68a-6a0213f5b761, 82, 11857, No update data, 9g3qrrkbq1zq
Bird, MEX, 6d4243b9-6b6d-4aa1-ab42-38682ace26e6, 87, 12692, No update data, 9g3qrrkbnp1m
Bird, MEX, f46dddef-ab24-4d6b-b30c-eff963d99651, 20, 1503, No update data, 9g3qrrkbq016
Bird, MEX, 6b7d74e4-9c60-429a-a13f-fe187ca8c8ff, 76, 10855, No update data, 9g3qrrkbmcuq
Bird, MEX, 1cce273a-ba00-4297-9805-7073ea67ada6, 65, 9018, No update data, 9g3qrrkbh8h8
Bird, MEX, 9d2ffdcb-3cee-4420-a7ef-a5bbd825f516, 80, 10902, No update data, 9g3qrqqgv8y4
Bird, MEX, c60a84eb-b39d-4a18-b4e2-89776ef7f8b5, 65, 8532, No update data, 9g3qrqr492v2
Bird, MEX, 359ac294-8614-4826-994c-d03323262cbe, 88, 12166, No update data, 9g3qrqmq3q86
Bird, MEX, 069dfbee-9396-493c-b413-9776708a76dd, 64, 8374, No update data, 9g3qrquny7h3
Bird, MEX, 3afbe421-76da-408e-b047-0242b630ffbb, 71, 10020, No update data, 9g3qrqnxkngh
Bird, MEX, 166896d5-58f8-438f-9b3d-a3317194e9b3, 51, 6680, No update data, 9g3qrqunfxj4
Bird, MEX, d400e6bd-9145-47ad-8d29-8c187e4580c4, 81, 11690, No update data, 9g3qrqup9uw8
Bird, MEX, 90324201-47d4-4541-9e93-7573205382f6, 85, 12358, No update data, 9g3qrqup3vqe
Bird, MEX, 0d7531dc-8929-4d07-b3d4-bb47445a8002, 79, 11356, No update data, 9g3qrqup9d58
Bird, MEX, e9fb1284-340f-47c4-8276-4c8b83c18a73, 74, 9954, No update data, 9g3qrrhh3wee
Bird, MEX, 64ca523d-376f-40ea-b53f-c0614e90a379, 55, 7348, No update data, 9g3qrquncv88
Bird, MEX, b5b46818-d37a-49d4-97cb-d19f58937f49, 100, 14062, No update data, 9g3qrqup327g
Bird, MEX, 7e7fca5d-534d-44f6-926b-60294a52499b, 88, 12859, No update data, 9g3qrqgzr9sh
Bird, MEX, b46cf836-19c1-41b2-9f93-c46efda32947, 81, 11690, No update data, 9g3qrrhp2fgu
Bird, MEX, 8266cde8-cb9c-405e-baa4-3c2534c8adb3, 82, 11857, No update data, 9g3qrrhp2syb
Bird, MEX, 3f462cb8-8dc7-48f3-a618-bfe059a88277, 83, 12024, No update data, 9g3qrrhp282u
Bird, MEX, a6c952c3-298d-42d1-813d-7b1d47f78922, 76, 10855, No update data, 9g3qrr5zrcfq
Bird, MEX, b7213d54-87bf-4189-9eb3-0ea4fcfd92be, 45, 5678, No update data, 9g3qrqnqezsg
Bird, MEX, a5c4df62-008c-4449-83af-d2077194dafc, 71, 9480, No update data, 9g3qrr5zqvmg
Bird, MEX, 734089fc-2115-4040-814d-139b74b49f89, 84, 12191, No update data, 9g3qrr5zq494
Bird, MEX, 348342cf-f7b7-4a9b-8ca4-522deec82a60, 89, 13026, No update data, 9g3qrr5zjswj
Bird, MEX, 7e0e47c7-e373-4f58-930f-945f8d16514a, 61, 8350, No update data, 9g3qrr5zjqdc
Bird, MEX, a48ffbde-6e8c-4b27-9ea0-4b19a6124729, 85, 12358, No update data, 9g3qrr5zjhke
Bird, MEX, 08f2c05c-f341-45ef-8e99-14ac1860207d, 78, 11189, No update data, 9g3qrr5zhssm
Bird, MEX, 2f081237-27fc-4683-bd36-15e86c14e4d8, 93, 13694, No update data, 9g3qrr5zk9uq
Bird, MEX, 5524e8e4-c10c-4644-ae6e-bf0efb28babb, 75, 10112, No update data, 9g3qrqsn33vq
Bird, MEX, d13f3418-07d4-4246-9446-80dba82d8338, 65, 8532, No update data, 9g3qrqpep9hr
Bird, MEX, 21e2366b-4780-4811-abb2-65ca93ab240a, 85, 11692, No update data, 9g3qrqs39yyz
Bird, MEX, 2c8195ca-a0ce-4b76-8ab4-5fe4c4ee28d9, 64, 8851, No update data, 9g3qrqm00ep4
Bird, MEX, 6f973326-a490-4575-9cd1-e967fb399dc6, 60, 8183, No update data, 9g3qrqhzxmxp
Bird, MEX, 41bfa786-5239-4f41-9e25-c6fe3fc0194c, 43, 5056, No update data, 9g3qrqhzxg4r
Bird, MEX, 9c45f680-1ece-4e7a-acdc-9220adb26fe2, 79, 11356, No update data, 9g3qrqhzwytv
Bird, MEX, f59e4552-9453-4f81-8420-b4e2e304de45, 100, 14062, No update data, 9g3qrqkbb7eu
Bird, MEX, d956d802-984e-4be8-84bb-217f6742db29, 100, 14062, No update data, 9g3qrqkb8w0c
Bird, MEX, c7347c86-5bb4-4229-8a48-61fbb547a686, 94, 13861, No update data, 9g3qrqkb8pvt
Bird, MEX, 265c5619-b12b-4286-a93b-f59c3e55e313, 78, 10586, No update data, 9g3qrqk8xzx7
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 100, 14062, No update data, 9g3qrqk8xyzr
Bird, MEX, 98dbed4d-efe3-4aca-824d-96fc780a875f, 99, 13904, No update data, 9g3qrqk8xwup
Bird, MEX, 2a8baceb-f7ce-4e65-a6de-e4e8d8ad28dd, 80, 10902, No update data, 9g3qrr5q39gw
Bird, MEX, e77b8a53-2c31-4916-ae03-53c361027af7, 74, 9954, No update data, 9g3qrqg2050e
Bird, MEX, d713eea1-e592-43c0-94d8-dce528facd5b, 73, 9796, No update data, 9g3qrtcn8yh1
Bird, MEX, 8a976037-84cc-4af3-99b0-cedf97276ccb, 71, 10020, No update data, 9g3qrr4uxdun
Bird, MEX, ccf89ca3-a118-4478-86bd-9a5d88ca5628, 79, 10744, No update data, 9g3qrr4fygtv
Bird, MEX, 4627a5c5-ce59-4aab-b532-cd588bb02177, 83, 12024, No update data, 9g3qrr4vqvvz
Bird, MEX, d9c95ab1-cc64-4319-8f6c-d1a2cc142872, 47, 5688, No update data, 9g3qrqfu5hn3
Bird, MEX, da8f1f4b-bcce-449b-8265-12f927694945, 74, 10521, No update data, 9g3qrmzkjk4b
Bird, MEX, 9ee78387-2edb-422d-8543-4f28f1d82e92, 43, 5056, No update data, 9g3qrqhnyztv
Bird, MEX, 4e0b63be-67d3-4471-b58a-6725d505e08b, 66, 9185, No update data, 9g3qrqfspmx5
Bird, MEX, 0def99cf-d16d-4a87-a186-300073501e01, 100, 14062, No update data, 9g3qrqj0puxk
Bird, MEX, 9f35fb1f-3744-4492-81ff-6042f4c26f31, 100, 14863, No update data, 9g3qrmvpzzp3
Bird, MEX, 72dc714f-3855-4e69-b841-29ac5733ac36, 100, 14062, No update data, 9g3qrmvpz6rk
Bird, MEX, 6c837fbe-f7e5-49fe-8beb-6a262e5acd29, 72, 10187, No update data, 9g3qrqfegdrv
Bird, MEX, 05eaa425-65c3-4368-8923-daa7b662762a, 96, 14195, No update data, 9g3qrqh9kxhw
Bird, MEX, b762081f-13a9-4e84-9217-03e481d1a0cd, 100, 14062, No update data, 9g3qrqh9s0g0
Bird, MEX, bc6602e9-94fa-4944-a9ae-82a7ebe4e080, 100, 14062, No update data, 9g3qrqh9kp5n
Bird, MEX, 6bb32e49-e86c-4e57-a7e5-5c020bea363e, 100, 14062, No update data, 9g3qrqh9kccm
Bird, MEX, 3b81a7a1-e651-4db1-9b96-fc17ab0bae4a, 85, 11692, No update data, 9g3qrqdg2dnz
Bird, MEX, 1a108a8c-4379-452a-b475-670a843ee147, 100, 14062, No update data, 9g3qrq75bt88
Bird, MEX, 143d0a31-d8f4-4ad8-9b34-8446412ad3a4, 100, 14062, No update data, 9g3qrq6gzk8f
Bird, MEX, cddf1b28-4863-4c52-a305-811b2c47c640, 100, 14062, No update data, 9g3qrq6gyh94
Bird, MEX, b790572f-cf60-42b9-8b5f-deecd49267e4, 100, 14863, No update data, 9g3qrq6gvykj
Bird, MEX, 6dbd3d59-25b9-41a8-bb9e-a3364ed04f95, 66, 9185, No update data, 9g3qrqdm9c8q
Bird, MEX, 39e18947-f009-44cf-8173-6eaef983292f, 71, 9480, No update data, 9g3qrq6g7jyq
Bird, MEX, 10daae24-dd33-4d3d-8473-8dcfe850040a, 87, 12692, No update data, 9g3qrq5pt9wn
Bird, MEX, 7ca1b0a9-a396-43f9-ad1f-7f688130bedb, 47, 5688, No update data, 9g3qrq5p5wxb
Bird, MEX, 05104e7d-b6f2-4eb7-8573-eab5740cdb77, 78, 10586, No update data, 9g3qrq5ns17h
Bird, MEX, 45af8c65-0a67-4efb-9d45-81ecff8e639e, 90, 12482, No update data, 9g3qrqdhjk4c
Bird, MEX, 6a262739-cc30-41eb-84f5-f2b68379fde2, 73, 9796, No update data, 9g3qrqd21gqt
Bird, MEX, e622fd1a-d9cb-4d37-86ca-9c406454428c, 92, 12798, No update data, 9g3qrq4z79rc
Bird, MEX, 8bdbd0e2-0f7c-4f0f-b230-1c1a0d92e30a, 63, 8684, No update data, 9g3qrqcesyp9
Bird, MEX, d242bd42-9977-4fdb-bc9b-fa4fa0d72978, 83, 11376, No update data, 9g3qrqcs7nw7
Bird, MEX, fe73250f-5251-42ad-8df6-2c77448024ed, 84, 11534, No update data, 9g3qrt89g5we
Bird, MEX, aeb98c9f-3c95-45c1-a08c-14eb0b18719c, 80, 10902, No update data, 9g3qrt89g403
Bird, MEX, 54b1a86c-c575-47f6-bb33-0dd4c0dd78bd, 49, 6004, No update data, 9g3qrtg0wcn1
Bird, MEX, 2363cb12-8a83-4bf1-ade2-6ffb6a842db8, 98, 14529, No update data, 9g3qrmgg7uhf
Bird, MEX, 45140a98-0b34-4367-96e9-1a90cd0caa58, 100, 14062, No update data, 9g3qrmgg79rc
Bird, MEX, ac90b4f8-4ec5-4ed2-bb64-605c07442409, 100, 14062, No update data, 9g3qrmgg5xxz
Bird, MEX, bd365409-6637-42c8-9188-f7fa62a01c3e, 99, 13904, No update data, 9g3qrmqym2pc
Bird, MEX, e745fdf7-c830-47bc-9f9c-ad41b37fe2b9, 100, 14062, No update data, 9g3qrmqyhqqr
Bird, MEX, 0461ec4e-d87a-400b-8779-154a8d9d6391, 100, 14863, No update data, 9g3qrmqyjmdc
Bird, MEX, dd263f9b-e826-40e8-95ce-ec046bfda15e, 87, 12692, No update data, 9g3qrmfx70wm
Bird, MEX, 90ae462a-8ce6-44fa-ad03-889edd68856a, 100, 14863, No update data, 9g3qrq94mnse
Bird, MEX, 48f487c9-7e3a-43c4-a61a-cc9daeba6c73, 87, 12692, No update data, 9g3qrmfx3g0m
Bird, MEX, cd4cb2b4-67ed-4272-a31f-3757504e6715, 100, 14863, No update data, 9g3qrq94k9k6
Bird, MEX, 5d0f88c9-8de8-469d-9528-844cb1129d17, 100, 14863, No update data, 9g3qrq94hxkq
Bird, MEX, c71885da-65ec-4c3f-9734-c75b4ef533d7, 99, 14696, No update data, 9g3qrq94htuk
Bird, MEX, ce1f1ce0-811e-41ab-a401-d4e2dc8fb94a, 57, 7682, No update data, 9g3qrmfx431y
Bird, MEX, c93d0e35-6777-47f8-98e3-26a7a42c30d8, 81, 11690, No update data, 9g3qrmfx1w5w
Bird, MEX, 17c0842b-275f-474f-b3c3-3b05474c97e4, 100, 14062, No update data, 9g3qrq94k1pb
Bird, MEX, c5c55843-5efd-41a5-bb9e-86946664f52f, 82, 11857, No update data, 9g3qrmfx1s58
Bird, MEX, f5bb2c98-ad19-4529-836c-e787ae9db10b, 83, 12024, No update data, 9g3qrmfx1km6
Bird, MEX, 30b86e43-c8a7-4bfa-bf10-588a81a365d1, 100, 14062, No update data, 9g3qrmfwf61f
Bird, MEX, db1c2d5e-da0d-4cf8-8ef9-6faa76b0e819, 98, 14529, No update data, 9g3qrmfwdsmp
Bird, MEX, 6d4e2f6f-557c-41c1-b0ec-dfe9eda61b65, 100, 14062, No update data, 9g3qrmfwdqcy
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 99, 13904, No update data, 9g3qrmfwd901
Bird, MEX, 05657a08-52fb-4b54-9e31-d3cf41b3234c, 99, 13904, No update data, 9g3qrmfw9u2r
Bird, MEX, bbddcd29-395e-49d0-8458-8a342b3a77dd, 39, 4676, No update data, 9g3qx3tg7658
Bird, MEX, f23e63b4-f266-44f2-b28a-9f449b125334, 81, 11690, No update data, 9g3qx3u2433f
Bird, MEX, a78d033e-c1d4-4d19-a19b-fb48438cd779, 51, 6680, No update data, 9g3qx3ggyerw
Bird, MEX, b356a606-0392-41bc-9c21-22b5c31d2268, 47, 6012, No update data, 9g3qx3epgqs9
Bird, MEX, 1aadf93f-3d89-4440-8157-1b0f962a2a1b, 71, 9480, No update data, 9g3qx3epfu77
Bird, MEX, 46edcc60-cfe6-4333-a2e5-00320bff34b0, 46, 5845, No update data, 9g3qx3epfej5
Bird, MEX, 418de995-eb8c-43f0-a08b-7001a891c8f4, 91, 12640, No update data, 9g3qx114qsf3
Bird, MEX, bda6de5c-c58a-4b74-aeb7-2b05d4abb4d0, 43, 5344, No update data, 9g3qx19mewps
Bird, MEX, 27e90f7b-5ddf-4e75-a60f-6a71aede8f52, 69, 9164, No update data, 9g3qx19q5yk9
Bird, MEX, 4aa46c81-c96e-4eac-8d0b-2fca3cd3b2d3, 40, 4582, No update data, 9g3qx19q5nq1
Bird, MEX, b4ee5c76-ebf2-41ee-909c-6f1143e370b7, 45, 5678, No update data, 9g3qx19q4q9e
Bird, MEX, 0e602960-3823-46a0-8b1c-650471259a42, 18, 1106, No update data, 9g3qx19q65k8
Bird, MEX, e8d22f9d-f72d-4a2f-9799-e57bce161cdf, 88, 12859, No update data, 9g3qwcrwpm1c
Bird, MEX, a0623709-83d3-4f5f-abeb-067eee5c0082, 49, 6346, No update data, 9g3qwcxvf2zy
Bird, MEX, ae849af2-c5ce-4d2d-b061-fa6264cbf88d, 42, 5177, No update data, 9g3qwcqs8d9x
Bird, MEX, 45f9dd42-7b1f-46df-bf84-146799c2d977, 64, 8374, No update data, 9g3qwcxq008n
Bird, MEX, 78ff2669-7892-4dd0-9423-2a36aef20143, 45, 5678, No update data, 9g3qwcq5uu9j
Bird, MEX, 1b8a309e-63ea-46ed-afc2-c482bb255bdc, 72, 10187, No update data, 9g3qwcmutwjs
Bird, MEX, e1044276-4101-4b4b-aa0c-2549aa30cb5a, 30, 3173, No update data, 9g3qwcms34xu
Bird, MEX, 3911178f-fb2b-4244-b422-974194caf6a6, 36, 4175, No update data, 9g3qwcms0e1w
Bird, MEX, 6d3564df-9967-4230-a67e-7f910c849694, 79, 11356, No update data, 9g3qwfncbpjj
Bird, MEX, c3a1aade-a488-410e-8476-17d84253df44, 93, 12956, No update data, 9g3qwch62n25
Bird, MEX, 8d2d6c8b-d6e4-4b6b-b269-cf041d7c4f9d, 90, 12482, No update data, 9g3qwch4pgcc
Bird, MEX, 6635719b-4942-4108-9f10-33ecc627b5f7, 71, 9480, No update data, 9g3qx38q6r1b
Bird, MEX, 09809c88-104c-4c3a-aeb0-4a030c582db9, 66, 8690, No update data, 9g3qwfjs2p8h
Bird, MEX, 0b274aa2-50b8-4505-821e-bb88825e13e3, 72, 9638, No update data, 9g3qwc77vtm9
Bird, MEX, cbc4863e-3d13-4094-b792-544f22e6103d, 82, 11218, No update data, 9g3qx39c20v9
Bird, MEX, 5af16d01-7548-471a-9f1e-1e23d5269276, 36, 4175, No update data, 9g3qwb68jbgx
Bird, MEX, 04fbb9ca-569b-4866-a2dd-41b018139bdb, 100, 14062, No update data, 9g3qwcg124bp
Bird, MEX, 32f7281d-ae17-40f3-aaba-874c580db14a, 100, 14062, No update data, 9g3qwcfbvtvt
Bird, MEX, 39419235-3b55-45a4-926e-b1f0afd728ee, 46, 5845, No update data, 9g3qwb6kk6te
Bird, MEX, a45251ab-cfab-4b1a-bd21-22dac913b8fc, 100, 14062, No update data, 9g3qwcfcjw8e
Bird, MEX, 3e904c95-0175-4c8c-99d1-3b59b70df10d, 100, 14062, No update data, 9g3qwcfbu4fd
Bird, MEX, 9742e158-2cf8-486a-8711-ab79bacb7bb0, 54, 7181, No update data, 9g3qwbf02k7p
Bird, MEX, 816a7ae2-712c-4a12-a98f-631393ffc650, 72, 9638, No update data, 9g3qwbcb7zvt
Bird, MEX, 8c61a3be-3182-4870-a8d8-b9e57cbfd825, 40, 4843, No update data, 9g3qwc1b9yqn
Bird, MEX, b4964f59-f37a-4262-8c24-eb59188335e0, 72, 9638, No update data, 9g3qwc3uqmmn
Bird, MEX, fdd288a7-646e-4c7e-a161-9ed324acdf16, 54, 7181, No update data, 9g3qwbc854vg
Bird, MEX, 9f3233d0-c11b-453e-82ed-8120ae7b022a, 83, 11376, No update data, 9g3qrnepcgyq
Bird, MEX, ae1acd5e-47c5-44ab-b0f3-c5fbae204d43, 45, 5678, No update data, 9g3qwb9nr21s
Bird, MEX, f74f84c8-55d4-4fcb-9cba-0bd078b98f4b, 80, 11523, No update data, 9g3qwc3m5s47
Bird, MEX, 0d9ce78f-6a0b-48e7-b754-fe72ebc7ea33, 100, 14863, No update data, 9g3qwcc514zu
Bird, MEX, 368f498b-6de9-45d4-9882-100911a7823a, 100, 14062, No update data, 9g3qwcc51cwh
Bird, MEX, ffb950a6-4a9d-4f6b-8f6f-7732cb2b70d7, 100, 10502, No update data, 9g3qwcc51fyh
Bird, MEX, 698addd9-3939-41cc-b0e3-e054dcdb0b49, 100, 14062, No update data, 9g3qwcc51uc0
Bird, MEX, abdc6d14-c05b-4344-96b2-429493aa4145, 100, 14863, No update data, 9g3qwcc573sn
Bird, MEX, d123d9c6-17ad-4108-9a4d-ef6833b88f9a, 44, 5214, No update data, 9g3qwf10scx0
Bird, MEX, 4942ab1d-bbbf-4e68-9839-106e318ce74d, 37, 4342, No update data, 9g3qwc3hmwtm
Bird, MEX, 0ccbc204-5ca9-42f2-998e-2b91e0c61e24, 83, 12024, No update data, 9g3qwc3hxb1z
Bird, MEX, 0d291f84-09cf-4a1b-8715-e5ab2e88ca88, 100, 14863, No update data, 9g3qw9z0wtcf
Bird, MEX, 5b1f534f-f8b9-4057-80e5-0e2e5b98989b, 100, 14863, No update data, 9g3qw9z0v986
Bird, MEX, fe016d9a-1819-407a-b30a-c30fcbd9be2f, 100, 14863, No update data, 9g3qw9z0v0m4
Bird, MEX, 47af67ae-03d6-45c8-8f59-fac545134ad8, 74, 9954, No update data, 9g3qw9rg6kpw
Bird, MEX, 0161682a-fe2c-4b4f-a81a-c047c58308ae, 65, 8532, No update data, 9g3qw9rjum8e
Bird, MEX, a3c55932-9e58-4251-8f6d-719da52ff25d, 76, 10855, No update data, 9g3qw9rc9kvu
Bird, MEX, b99f3466-68e6-4bd2-bd2c-86429f72e8b7, 70, 9322, No update data, 9g3qw9rjf1u7
Bird, MEX, e8fe18aa-a80a-418e-9230-87e0f279bbe2, 37, 4342, No update data, 9g3qw9pz1qtg
Bird, MEX, 075c9e32-79ec-4a2b-a540-6a8557b794af, 56, 7110, No update data, 9g3qw9pxpm19
Bird, MEX, 27832700-3305-4b85-9520-288a36f957fa, 49, 6346, No update data, 9g3qw9pp9t4y
Bird, MEX, 2c79c246-57ee-4cfd-8b48-325f523aad00, 51, 6320, No update data, 9g3qw9wn8w1k
Bird, MEX, 23eed705-6d97-4ace-800c-c259490e9eb7, 49, 6004, No update data, 9g3qw9wnb3gh
Bird, MEX, 7156ded4-e3f5-443d-8556-431c60a8c1ca, 64, 8851, No update data, 9g3qw9nzvygd
Bird, MEX, d05382fc-1c3e-4095-b8cb-dd745cbab617, 62, 8517, No update data, 9g3qwdn0gms5
Bird, MEX, 6b4ae729-7a13-4b88-9e03-6cca4f169540, 73, 10354, No update data, 9g3qwdn15wdk
Bird, MEX, 85dba004-8dc4-4409-81a9-acac6c7d783a, 63, 8216, No update data, 9g3qwdnxy1yu
Bird, MEX, 61178335-c425-4dd2-896f-0a07b49762b3, 44, 5511, No update data, 9g3qw9p6wnyb
Bird, MEX, 28343c94-2dc3-413e-bc89-ba787ac16c59, 44, 5511, No update data, 9g3qw9p6tu78
Bird, MEX, d27e740e-f35b-4d04-b18a-6a9464f7f385, 54, 7181, No update data, 9g3qw9nqxbzg
Bird, MEX, e00077c7-e995-4ae6-a365-9ad2b6c3a172, 64, 8851, No update data, 9g3qw9nqsk8d
Bird, MEX, 03f0effc-3b13-4246-ab6e-b3e67a43fe73, 45, 5678, No update data, 9g3qw9t7yfy3
Bird, MEX, 8104c4a1-a00c-4fdb-8bdd-83c505add133, 38, 4509, No update data, 9g3qw9tkjxw9
Bird, MEX, 0c16499b-c336-4a88-bd47-ea59bf5ca9aa, 36, 4175, No update data, 9g3qw9nc712u
Bird, MEX, d471a352-259e-4238-8880-eea1523d8344, 60, 8183, No update data, 9g3qw9mqtsq8
Bird, MEX, 7cd247c0-ce8c-4b76-9910-109b5a42a8b3, 53, 7014, No update data, 9g3qwf9d20nn
Bird, MEX, a2f8a942-0dc2-4f47-b244-b89f2dbf4755, 38, 4509, No update data, 9g3qw9jzbhq5
Bird, MEX, a159c76f-e44b-4b58-ab54-dbab8db68e84, 89, 12324, No update data, 9g3qw9jyfkp3
Bird, MEX, 149d668d-3aab-4efd-a107-396b5f76ad38, 100, 14863, No update data, 9g3qw9ufzupc
Bird, MEX, 3bb97d8c-9d40-4c4e-b563-8331da7feef0, 100, 14863, No update data, 9g3qw9ufzvxg
Bird, MEX, 868cd308-66ec-4ea1-909b-c1cc192503a8, 100, 14863, No update data, 9g3qw9ufzyzg
Bird, MEX, a178cfcf-cb3c-42ae-9344-afc7a1a51924, 100, 14863, No update data, 9g3qw9ufzzzc
Bird, MEX, b1ef15f1-bc62-4fff-b980-febedf9eef6e, 100, 14863, No update data, 9g3qw9ufzxu9
Bird, MEX, 083453a3-d412-4620-8e34-9ea6e35d4bd6, 48, 6179, No update data, 9g3qwf8h6f6e
Bird, MEX, b83bebdb-5416-428d-bb8e-81a9c02c3655, 71, 10020, No update data, 9g3qw9m215pt
Bird, MEX, 201151b2-67d1-40ac-b61b-c1ef817721e0, 73, 10354, No update data, 9g3qw9jrctdf
Bird, MEX, d96de3dc-ca50-43d1-b5fd-f9e4fcd6f397, 100, 14062, No update data, 9g3qwdhzrkw3
Bird, MEX, 80a1d41c-736c-454d-a8d6-903679db04eb, 100, 14062, No update data, 9g3qwdhzqyn6
Bird, MEX, 69d7f188-b3cb-4f89-bf1b-7670a2c12c23, 100, 14062, No update data, 9g3qwdhzqv0j
Bird, MEX, 6ebc8aa1-6156-4a72-a3af-abb7f9d3e2d3, 100, 14062, No update data, 9g3qwdhzqzyq
Bird, MEX, b14afbfc-3de0-49bc-af50-8265693334b8, 100, 14062, No update data, 9g3qwdhzqs1z
Bird, MEX, 873f40df-774a-4cb8-8202-229c3196cff8, 48, 5846, No update data, 9g3qwb8j91c8
Bird, MEX, b11e39f7-710d-412d-b2f6-b6eb9eb5fe32, 39, 4676, No update data, 9g3qw8y57wdm
Bird, MEX, c15baedd-74a8-43cf-9268-93c29b81e40a, 63, 8684, No update data, 9g3qw8xqje0m
