Bird, MEX, 52a290a1-5c11-4e43-a503-c41eb43248bc, 97, 13588, No update data, 9g3qrw2q8m5g
Bird, MEX, 90d5662f-277f-4280-ab67-bc8833417999, 97, 13588, No update data, 9g3qrw2nz4kh
Bird, MEX, d8dfaa99-7b51-47f5-803c-b488760aca9b, 98, 13746, No update data, 9g3qrw2nx6xk
Bird, MEX, fa0b0555-1743-4e03-b11e-f6befa5979b5, 70, 9322, No update data, 9g3qxf554jh4
Bird, MEX, d642c6da-98c7-4660-8240-9a0771102dd4, 74, 9954, No update data, 9g3qrqxj9vqv
Bird, MEX, 4e030ce3-c5f7-4106-a948-3499d53643a7, 45, 5678, No update data, 9g3qrqx4rnuj
Bird, MEX, 76b33107-73be-4f8b-827b-bcd500e6c399, 47, 6012, No update data, 9g3qrrkbq9xs
Bird, MEX, aa023eb9-ca95-4a71-8040-a6e426028bec, 42, 5177, No update data, 9g3qrrkbm7ff
Bird, MEX, e5da55e7-c68c-4983-82b6-f87460212221, 55, 6952, No update data, 9g3qrrkbm34b
Bird, MEX, d7b2d89f-ad12-48e4-a089-0e9bf1d9031d, 79, 10744, No update data, 9g3qrrkbjjut
Bird, MEX, 94211a9f-a920-4856-aa48-abdd2934e899, 65, 9018, No update data, 9g3qx6p3dst5
Bird, MEX, b295f02c-5628-47d1-8107-e24faa5fcdc8, 92, 12798, No update data, 9g3qrrj0kz1x
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 47, 5688, No update data, 9g3qrqw29jdp
Bird, MEX, d7caaaa5-e933-4847-91d0-1f8689c0c779, 47, 6012, No update data, 9g3qrqr616jm
Bird, MEX, 4aba6c96-b7ef-49b8-a167-51d5aae9dc76, 72, 10187, No update data, 9g3qrqmq752r
Bird, MEX, 88a07286-29f3-4f83-8e80-7a8d78c4e185, 82, 11218, No update data, 9g3qrqnz3kj7
Bird, MEX, 608a257e-f160-4164-ae0e-c898d63721f6, 63, 8216, No update data, 9g3qrqunuu96
Bird, MEX, 59985511-2a02-440d-9be5-71c71f32e869, 93, 12956, No update data, 9g3qrqp6gusc
Bird, MEX, a8eb2c11-33fa-49eb-b4ca-74259385ed80, 35, 4008, No update data, 9g3qrqs1qef9
Bird, MEX, e1654b01-1742-4136-9cf0-4331f1b6ebe7, 98, 13746, No update data, 9g3qrqkbbsx4
Bird, MEX, 401ee879-bc0a-4677-a3d6-1243262cd27f, 100, 14062, No update data, 9g3qrqkbbc7y
Bird, MEX, 37758d3d-5422-4d0d-8b1a-00be8b3a2674, 98, 13746, No update data, 9g3qrqkbbd0f
Bird, MEX, 9235aa72-870d-4343-9da7-4ac5c785e559, 98, 13746, No update data, 9g3qrqkbb2gf
Bird, MEX, b15a5e97-7cc9-4537-aefb-a23d6bdf1d9d, 99, 13904, No update data, 9g3qrqkbb1mw
Bird, MEX, 999ccdfa-ce8f-479c-832f-7871c31ce2f3, 88, 12166, No update data, 9g3qrqjdbx2g
Bird, MEX, 03337eb8-e4df-4227-b212-710606aba297, 81, 11060, No update data, 9g3qrmzstgg5
Bird, MEX, 16fd1512-4a6d-4660-b8b9-c218d7626222, 54, 7181, No update data, 9g3qrqehhv32
Bird, MEX, 884dfb89-f8ff-47e9-81e0-08b89aa32b32, 35, 4008, No update data, 9g3qrmyeq8zx
Bird, MEX, 450c9ec8-dd3b-415b-ac2b-305b1dd56a61, 100, 14062, No update data, 9g3qrqddvgsh
Bird, MEX, d1c89e8d-f36d-41c6-a722-7ed84e1d193e, 97, 13588, No update data, 9g3qrqddvkzu
Bird, MEX, 6f3c7163-9621-49e1-b61d-bf6f77e2ceeb, 99, 14696, No update data, 9g3qrqdduyrw
Bird, MEX, c71885da-65ec-4c3f-9734-c75b4ef533d7, 97, 14362, No update data, 9g3qrqddsz97
Bird, MEX, 39de7f22-e790-4b52-badd-75fb9acb6ca5, 99, 14696, No update data, 9g3qrqddguuu
Bird, MEX, 8642b7f6-3550-4289-853d-c1d1eb08cd82, 98, 14529, No update data, 9g3qrqddg9rz
Bird, MEX, 753f08e7-ecce-4636-bc9d-456ad81f99ad, 100, 14062, No update data, 9g3qrq70pmx4
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 100, 14062, No update data, 9g3qrq6fz45f
Bird, MEX, b63b9ea7-4272-4835-92c9-b30340e345d1, 100, 14062, No update data, 9g3qrq70mdms
Bird, MEX, b05ec39c-33b5-4bad-868a-ebb5b65642f5, 100, 14062, No update data, 9g3qrq6fvrfz
Bird, MEX, fa2dc693-1248-4bcc-a77c-11e29b10c73a, 100, 14062, No update data, 9g3qrq6gj1ue
Bird, MEX, 3dfef723-d9fd-4a2c-a8f6-44266b160a6d, 100, 14062, No update data, 9g3qrq6ghbr9
Bird, MEX, 39e18947-f009-44cf-8173-6eaef983292f, 80, 10902, No update data, 9g3qrq6g70yr
Bird, MEX, b84fa599-0367-45df-84a2-0e42d1f84e15, 100, 14062, No update data, 9g3qrq5putkr
Bird, MEX, c3b7edef-c76e-4dc1-bdb4-3d29f3527216, 98, 14529, No update data, 9g3qrqd5ur04
Bird, MEX, 529ed345-3ff7-4057-a84b-a30a5ea52631, 98, 14529, No update data, 9g3qrqdh5erv
Bird, MEX, 189ed189-fc8f-46c4-808f-9709c443d3dd, 90, 13193, No update data, 9g3qrq6dt3pf
Bird, MEX, da47add6-a02e-4d8c-baab-a2b605036fb0, 97, 13588, No update data, 9g3qrq6dm7zc
Bird, MEX, b46b6ab6-a23a-401a-88c4-f35e88c976a0, 100, 14863, No update data, 9g3qrq49r70v
Bird, MEX, 454cd7a1-a7f6-4852-855d-a067cce069ff, 65, 8532, No update data, 9g3qrmt6gxxu
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 100, 14062, No update data, 9g3qrmfwyd4d
Bird, MEX, c5c55843-5efd-41a5-bb9e-86946664f52f, 100, 14863, No update data, 9g3qrmfx71bm
Bird, MEX, bc2d7752-dc5c-409e-8768-a457572a591a, 100, 14863, No update data, 9g3qrq94mps8
Bird, MEX, a9af982d-5bd9-489d-b827-efa6bd5abe4a, 100, 14863, No update data, 9g3qrq94m36f
Bird, MEX, 25b57de7-bfec-4d69-be33-e350c821ee5f, 100, 14062, No update data, 9g3qrq94kvxt
Bird, MEX, 52958f38-f1b7-41c4-9932-fabf2125a508, 97, 14362, No update data, 9g3qrmfx4e04
Bird, MEX, dcf4724c-527b-4600-8095-c48a5429ca77, 100, 14062, No update data, 9g3qrq94kdhr
Bird, MEX, 70bba67b-5da9-4a44-8cfb-16236e21cb65, 99, 13904, No update data, 9g3qrq94hry0
Bird, MEX, d0ee1651-7093-466f-9c9e-dd16c6daa208, 100, 14062, No update data, 9g3qrq3r2dnz
Bird, MEX, f59e4552-9453-4f81-8420-b4e2e304de45, 100, 14062, No update data, 9g3qrmfw7fsc
Bird, MEX, 40ebf4ea-2c7e-4c4b-8944-ed613ad69869, 100, 14062, No update data, 9g3qrmfw7muw
Bird, MEX, 9fd728a8-d70e-4e48-94db-8fe585f60070, 100, 14062, No update data, 9g3qrmfx0b7c
Bird, MEX, c13c1639-b829-4204-9339-064748d54588, 100, 14062, No update data, 9g3qrmfwckb7
Bird, MEX, f81aeec7-b28b-4f9f-8b30-39c590363f00, 100, 14863, No update data, 9g3qrmshs4gj
Bird, MEX, 166d77bd-72e8-4521-a592-e6c58a988912, 100, 14062, No update data, 9g3qrmftuhdz
Bird, MEX, 0b5ed465-0d67-4ddc-9a2f-254998b5e699, 100, 14062, No update data, 9g3qrmftfx25
Bird, MEX, 497f664f-f142-4fef-abfb-fae55ee5369a, 89, 12324, No update data, 9g3qrmex1z0e
Bird, MEX, d2c55b4d-606f-4178-b9c6-8e87c01a8f44, 100, 14062, No update data, 9g3qrmfw1e5d
Bird, MEX, 39a959c4-225f-4f51-9388-3851f92703fd, 100, 14863, No update data, 9g3qrmfw29yv
Bird, MEX, fdf46c44-51b8-449d-8d15-3fdbb6eecbd3, 100, 14062, No update data, 9g3qrmfw1m22
Bird, MEX, d956d802-984e-4be8-84bb-217f6742db29, 100, 14062, No update data, 9g3qrmfw0b7c
Bird, MEX, 387f2f3c-1139-4dae-9e95-45938b72aef6, 100, 14863, No update data, 9g3qrmftc3jk
Bird, MEX, 392aa8b5-0064-44f1-ba09-0d03dda98c15, 100, 14863, No update data, 9g3qrmet97b7
Bird, MEX, 69a8dd63-3b93-4f9e-ac5d-0eff792533b8, 100, 14062, No update data, 9g3qrmetb0vd
Bird, MEX, feced774-7d4c-4919-bced-ef9356f90af9, 100, 14062, No update data, 9g3qrmet84vt
Bird, MEX, e6583862-9a46-49a7-81fb-e0e058d6ab3a, 94, 13861, No update data, 9g3qrq401kj2
Bird, MEX, 6890e9d9-bf06-4a87-a1a0-25bb91c4ef07, 99, 14696, No update data, 9g3qrq4028wv
Bird, MEX, 13072f05-7e65-4167-8766-78e48998ab36, 100, 14863, No update data, 9g3qrq40008e
Bird, MEX, b6989517-73c9-448c-9fea-61ccd24d973a, 100, 14062, No update data, 9g3qrmemfxm5
Bird, MEX, b57bf271-f66a-4b60-8392-2b4dcfa96ffc, 100, 14863, No update data, 9g3qrmczzv4m
Bird, MEX, dca09cef-cf34-4fb2-b996-d842b8e83b8e, 100, 14863, No update data, 9g3qrq1bnfbb
Bird, MEX, e70f25a6-cb12-49b0-aa63-63c8978685d3, 89, 12324, No update data, 9g3qrmmmm3df
Bird, MEX, e4121c64-ea6c-48b7-ad9a-dcb53a7a798f, 100, 14062, No update data, 9g3qrmemcfnd
Bird, MEX, c1a07aac-388b-463f-98e5-faf811857278, 100, 14062, No update data, 9g3qrmemc6m7
Bird, MEX, b2d8a862-fee5-4154-94d8-06c0feb4f6bb, 97, 13588, No update data, 9g3qrmenk2yr
Bird, MEX, 73e8d55c-cc57-4efa-acb8-5752e92078c9, 93, 12956, No update data, 9g3qrmen7csg
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 97, 13588, No update data, 9g3qrq16rws4
Bird, MEX, ac86c0fb-541b-4ed1-bf57-c4accb3072de, 98, 13746, No update data, 9g3qrq16rkp5
Bird, MEX, 029aaafc-dbce-48b3-8b5f-938d6a0ff150, 98, 14529, No update data, 9g3qrq16r9s5
Bird, MEX, fdf23fd7-f933-4b42-b81f-334d133c93be, 100, 14062, No update data, 9g3qrq16pr8z
Bird, MEX, 2b13cba3-d651-4e88-8f3e-e7d149eb9dc0, 100, 14062, No update data, 9g3qrq13yyje
Bird, MEX, fd05bfb2-9132-4817-a24d-0f6f31661ac5, 53, 7014, No update data, 9g3qrq1js8u2
Bird, MEX, aab2556f-5bf1-4b2e-b174-99a25a5b3a24, 100, 14062, No update data, 9g3qrme4w9zx
Bird, MEX, 1a6f3f3b-d6dc-4299-ac97-9dba4b65aac9, 100, 14062, No update data, 9g3qrme60x2t
Bird, MEX, 0da654ce-3512-4c14-95e0-aee9f42a40b4, 100, 14062, No update data, 9g3qrme4pzdr
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 70, 9322, No update data, 9g3qrtv9cvbc
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 55, 6952, No update data, 9g3qx6nddf7m
Bird, MEX, aaff40ed-398a-426e-9f80-9120ff8ab765, 44, 5214, No update data, 9g3qx3fe4dm0
Bird, MEX, 418de995-eb8c-43f0-a08b-7001a891c8f4, 100, 14062, No update data, 9g3qx114mkf9
Bird, MEX, d4effe47-04a8-48e3-8486-e09454572530, 100, 14062, No update data, 9g3qx114txjd
Bird, MEX, 082ebf62-f600-4120-8330-a4e13275997c, 98, 13746, No update data, 9g3qx13upmqg
Bird, MEX, 6be5fd24-1ade-4008-90f4-7886af0ce58a, 46, 5530, No update data, 9g3qx10y0422
Bird, MEX, c3ee4754-b180-45c7-be07-c0c9b0896396, 51, 6680, No update data, 9g3qx19q53sk
Bird, MEX, 6864fcbe-db31-41c6-a2e3-b2235d8a8ae8, 53, 6636, No update data, 9g3qx19q73h7
Bird, MEX, 509cb70b-9fb1-4059-9e23-f80cf1666a73, 100, 14863, No update data, 9g3qx19q6xkf
Bird, MEX, 8cdc2733-90de-4c40-a89f-16ed1631d0f0, 56, 7515, No update data, 9g3qx19qd63t
Bird, MEX, c3d11bc0-0e20-4972-82ae-748b227de5e9, 100, 14863, No update data, 9g3qwcns1j19
Bird, MEX, 1f7a882f-5ebc-4450-b9db-4b4897026382, 100, 14062, No update data, 9g3qwcns0gkz
Bird, MEX, c1ccd651-0cd2-4918-9c98-4dd29d42bbcd, 100, 14062, No update data, 9g3qwcns05mp
Bird, MEX, a62f22f7-e500-454e-a9f5-1ffcab9f87e8, 57, 7682, No update data, 9g3qx407mhjx
Bird, MEX, ec282f9d-c4c9-4f6b-b4cc-1164a1722115, 24, 2054, No update data, 9g3qx470yyjx
Bird, MEX, 7d9cc702-7d62-4085-99f0-ad9c27355d8e, 71, 9480, No update data, 9g3qwbjx11ct
Bird, MEX, 32f68de4-2eb5-4e6a-98d0-a98394355de8, 45, 5372, No update data, 9g3qwbjr5ec0
Bird, MEX, 1c05d050-24b8-4db8-ae5c-12d4629e481d, 46, 5530, No update data, 9g3qx1z7dssg
Bird, MEX, c612e89f-dfa3-49f7-b856-bb5a51dbc376, 46, 5530, No update data, 9g3qwcyj43rd
Bird, MEX, 399b6028-34ac-4344-868c-ce8cbefa9845, 53, 6636, No update data, 9g3qx4k5v8tv
Bird, MEX, c3a1aade-a488-410e-8476-17d84253df44, 100, 14062, No update data, 9g3qwch4wbb7
Bird, MEX, 67f958c7-eb09-4cf2-9097-f1b84bec81de, 100, 14062, No update data, 9g3qwch4whyu
Bird, MEX, 01aa0e9a-8d82-4beb-a564-621ff3b33484, 100, 14062, No update data, 9g3qwch4tjjq
Bird, MEX, 2cf335b1-9969-4ec6-90a7-eb9eb5f935c7, 99, 14696, No update data, 9g3qwcv0ms88
Bird, MEX, d9117a09-b0c5-4038-85e3-f484ddaed301, 98, 14529, No update data, 9g3qwcv07gm8
Bird, MEX, 9777da9c-bf71-4a7a-a462-76eb21a9de7c, 99, 14696, No update data, 9g3qwcv0fk13
Bird, MEX, c488e09f-1866-4fed-992b-38bee7d7d89a, 61, 8350, No update data, 9g3qx42t29wx
Bird, MEX, 91906c3e-bbdb-42f4-8f74-2fc29fc5c98b, 85, 12358, No update data, 9g3qwcv11t54
Bird, MEX, 849adcd9-39ac-4149-95ef-4c845e5cc99f, 90, 13193, No update data, 9g3qwcsjpj7e
Bird, MEX, 83b5ac10-b1d8-49c8-8c1d-2ed7f42ed154, 67, 9352, No update data, 9g3qwbe9u62y
Bird, MEX, 2c03e0f5-34c4-4f22-8832-8a7d0c880d38, 48, 6179, No update data, 9g3qx4mxjmdw
Bird, MEX, 5982dd8a-7d73-4455-b151-2953a019a1da, 91, 12640, No update data, 9g3qwcebbcsd
Bird, MEX, c2a114eb-d94d-4e2c-99ef-c1d97bca1b41, 100, 14863, No update data, 9g3qwcu0wnnu
Bird, MEX, 9e4f553e-00f8-4e85-9fe5-4506bef0b9a3, 92, 13527, No update data, 9g3qwc7kxqc8
Bird, MEX, dbd9bfe2-324c-4c64-a50a-ac74fd5f7ae8, 100, 14863, No update data, 9g3qwcu070c1
Bird, MEX, dfa95489-d2c7-4dfc-b38e-bf6560efa249, 99, 14696, No update data, 9g3qwcu0evjx
Bird, MEX, 83ded9df-5078-4797-91a0-f4584d687974, 100, 14863, No update data, 9g3qwc7kwwf0
Bird, MEX, 399b7732-b75c-4661-a334-f98c4a1f3c4c, 100, 14863, No update data, 9g3qwc7mrqyx
Bird, MEX, 3ca0e864-d669-4455-bb1f-d74f9a6b790d, 100, 14863, No update data, 9g3qwc7ky9f5
Bird, MEX, f6177c52-63ab-4fcc-8753-453e3e7aad1e, 82, 11857, No update data, 9g3qwc7mqhwb
Bird, MEX, cfa8f84b-e2fd-45fb-bed2-7d415ff4724c, 67, 8848, No update data, 9g3qwcu109wk
Bird, MEX, cc2ed3be-bfeb-4cfc-bbf9-9bf3551282a4, 84, 12191, No update data, 9g3qwc7mbtq3
Bird, MEX, a81c9075-fbd5-4fc5-b3b3-72458561b343, 91, 13360, No update data, 9g3qwc7npfcu
Bird, MEX, f8070fae-1008-48e1-b4c0-02abbbf33ba3, 85, 12358, No update data, 9g3qwc7npgcc
Bird, MEX, 359dcf2a-5a9b-43e8-89c7-ba53b792e562, 66, 9185, No update data, 9g3qwbdu72kn
Bird, MEX, 11781753-5db0-4c90-bbd9-c50a2e4bd006, 56, 7110, No update data, 9g3qwb6gcsgn
Bird, MEX, acb5758d-0232-4799-948e-697f1cc72dae, 64, 8374, No update data, 9g3qwb6gb180
Bird, MEX, 4a21459e-4651-4cb8-abac-ca0444649bb6, 46, 5530, No update data, 9g3qwbf1pm3e
Bird, MEX, 816a7ae2-712c-4a12-a98f-631393ffc650, 82, 11218, No update data, 9g3qwbf0yg06
Bird, MEX, 9742e158-2cf8-486a-8711-ab79bacb7bb0, 74, 10521, No update data, 9g3qwbf0wrtj
Bird, MEX, 172f3ce0-c179-4833-b989-01f7164e9055, 65, 8532, No update data, 9g3qwcgrwqv1
Bird, MEX, 5a1af8be-4af2-4bb1-9b81-f35321aea4be, 35, 3792, No update data, 9g3qx4bv5ex9
Bird, MEX, dde13183-3663-4df6-be0d-4a2b9dd3e6c1, 84, 11534, No update data, 9g3qwf56q86p
Bird, MEX, 3a767eb9-bced-456f-ad96-829432d97e63, 58, 7849, No update data, 9g3qwbcexeuy
Bird, MEX, fcb55c78-6794-468b-ac80-0196afe88f9e, 45, 5372, No update data, 9g3qwb3vs7ts
Bird, MEX, c8d0fb22-0f6f-4483-870e-43bbeafa0b1f, 73, 9796, No update data, 9g3qwbc9sur0
Bird, MEX, b7b60ee8-e22f-456e-be72-52cb99879352, 82, 11857, No update data, 9g3qwc1881qp
Bird, MEX, d18acc59-6cd2-4e67-a97d-953ed5dfabd7, 65, 8532, No update data, 9g3qwc3tn6m0
Bird, MEX, 7af2d6e2-e68f-4b26-88de-66679524dd7a, 79, 11356, No update data, 9g3qwc13n3j0
Bird, MEX, ea9578de-543e-4f55-b778-9e6e407b3480, 67, 8848, No update data, 9g3qwc3tjxjr
Bird, MEX, 6e7a094b-ea05-46e1-b603-32b9886a342a, 79, 10744, No update data, 9g3qwc3tmdj2
Bird, MEX, bbdc300e-fa23-4a21-8522-0bc1d887d15d, 90, 12482, No update data, 9g3qwc3tmsv6
Bird, MEX, b33f7c1d-8779-4453-b3fa-560afe3485eb, 55, 7348, No update data, 9g3qwc3se0kx
Bird, MEX, 67157ac8-da82-4e6d-ac5e-c3c512d214b6, 100, 14863, No update data, 9g3qwbchztkb
Bird, MEX, 7cbc2458-54f5-4032-bd71-21df803e02d6, 100, 14062, No update data, 9g3qwbcjnfnr
Bird, MEX, e997da47-74e6-4383-92ce-1103ea92b26a, 100, 14863, No update data, 9g3qwbchyqjn
Bird, MEX, 25fbe969-bf09-4f66-8ccf-1a6427c3d222, 42, 5177, No update data, 9g3qwbchw1qy
Bird, MEX, 55d83f59-ec8b-4abc-bd25-e45671fc87a6, 100, 14863, No update data, 9g3qwcc8dju6
Bird, MEX, b6bcb3d6-3883-4d09-9ede-6527fc107e11, 57, 7268, No update data, 9g3qw9zf9u95
Bird, MEX, 92d70b76-d0ca-4478-b797-a0030b44efca, 56, 7110, No update data, 9g3qwf02pgcf
Bird, MEX, 4b82291e-ab02-4d4b-9616-f2f03e4547dc, 75, 10688, No update data, 9g3qwf1m1pzg
Bird, MEX, 912d06ff-87bb-492c-928c-b1e3dabe77e0, 48, 5846, No update data, 9g3qwcfre1vc
Bird, MEX, ecc90396-b90a-4e04-a247-483fdf76367f, 60, 8183, No update data, 9g3qw9rnutgv
Bird, MEX, 50da271b-ca17-4d89-b47e-50fd6a04b1f2, 64, 8374, No update data, 9g3qw9rnud5v
Bird, MEX, a8282a84-a5cd-45bf-8b2b-996190893ae6, 37, 4342, No update data, 9g3qwc223bqn
Bird, MEX, 0c879992-721b-4fc2-a7ed-117b8a83e97a, 83, 11376, No update data, 9g3qw9y3yw6u
Bird, MEX, 99e9ab2f-54d1-4d1f-a721-cbcaa04511d7, 55, 7348, No update data, 9g3qw9qwrb1t
Bird, MEX, 769f7d3e-fee9-414a-966c-953ff2c9d07d, 36, 4175, No update data, 9g3qw9qwpm9t
Bird, MEX, 11676849-fa45-46d7-b9c6-00b7af2a96f8, 81, 11690, No update data, 9g3qwc04vej7
Bird, MEX, d5ccd558-1975-4268-b1e5-b6d20dfcbe4a, 83, 12024, No update data, 9g3qwc0dq6m4
Bird, MEX, e42e7dc2-6c91-4e17-aeb6-de4016acec4b, 80, 11523, No update data, 9g3qwc0dnpyf
Bird, MEX, 0fd1e08e-deb6-490f-8803-b4ebf2e145da, 82, 11857, No update data, 9g3qwc0dnqm1
Bird, MEX, 7fbd2cce-00ee-4983-bf40-e99d6933a66e, 80, 11523, No update data, 9g3qwc0dn4nz
Bird, MEX, c7e36d98-88c3-42f4-b7be-b45a059378d4, 83, 12024, No update data, 9g3qwc01tsvk
Bird, MEX, 4d107f2d-5bca-472c-81fd-96efae7fc951, 47, 5688, No update data, 9g3qwc01sux4
Bird, MEX, 547df1bd-491a-4afe-837e-31c688af9dd6, 81, 11690, No update data, 9g3qwbcpfzf8
Bird, MEX, 5de28bb6-4f70-4acb-9e7e-ff78e1ca626b, 53, 6636, No update data, 9g3qwf3y4r96
Bird, MEX, b1ef15f1-bc62-4fff-b980-febedf9eef6e, 40, 4843, No update data, 9g3qw9nguqbd
Bird, MEX, 2604aa07-f3ee-49bc-8a38-d69f285f884c, 78, 11189, No update data, 9g3qw9ngumvs
Bird, MEX, 6fffb13a-81b3-46a7-b88d-94f5b6c50ed3, 65, 8532, No update data, 9g3qw9nggtr0
Bird, MEX, dcf94f26-5b70-456a-9ca9-ac326ac84347, 45, 5678, No update data, 9g3qw9ngswgb
Bird, MEX, 6ea0ee05-d329-4a13-911a-217fd2f094f9, 56, 7110, No update data, 9g3qw9vt1j4d
Bird, MEX, b51b4071-7e68-428f-90c9-b00b3673be38, 40, 4843, No update data, 9g3qw9p19pdt
Bird, MEX, f2985c5b-40b5-46c3-a6e0-5ef9b6202131, 43, 5056, No update data, 9g3qw9p18hyh
Bird, MEX, 4e873b1f-7a7c-4fc6-87ca-3f38d260ef47, 47, 6012, No update data, 9g3qw9p182g5
Bird, MEX, 1f5e4f19-f60a-448c-a5c9-4bb86e473333, 75, 10688, No update data, 9g3qw9nc6zft
Bird, MEX, e321b1f8-a01e-4111-b6e1-2d525329687a, 36, 4175, No update data, 9g3qw9nc7d42
Bird, MEX, 6f770018-7f5d-4542-ad0a-0a2183425dd6, 85, 12358, No update data, 9g3qw8zwdhk2
Bird, MEX, 20009848-0b27-4b90-9248-bdf349758ca9, 53, 7014, No update data, 9g3qw9nc74by
Bird, MEX, 7b132f5b-f344-4021-9b81-ac1dafc9793e, 84, 12191, No update data, 9g3qw8zwd9mw
Bird, MEX, e5999c6b-fc46-41a1-9249-40e5eb1b8fe8, 80, 11523, No update data, 9g3qw8zw7pmc
Bird, MEX, bbde781b-948d-41c7-a1a2-7abcd1752832, 75, 10688, No update data, 9g3qw9nc5pbf
Bird, MEX, 43c02c47-3330-4a25-8629-8d2d66d30816, 82, 11857, No update data, 9g3qw8zw6rr9
Bird, MEX, 204b872f-1b93-408f-863a-6c2c3af98a4a, 80, 11523, No update data, 9g3qw8zw6qfx
Bird, MEX, 7b0a7f26-08ea-4794-99e8-d0a932a4fcc3, 47, 5688, No update data, 9g3qwbcjjb5d
Bird, MEX, 65823530-8a00-4741-9674-7a98d49654ac, 39, 4676, No update data, 9g3qwbchv823
Bird, MEX, 650995bc-4199-4166-9484-6626cefa66d1, 46, 5530, No update data, 9g3qw9mpsw7y
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 51, 6680, No update data, 9g3qwf87zpe2
Bird, MEX, b0f44562-8e39-42d1-994d-b0101d135a47, 65, 9018, No update data, 9g3qw9mpsqyb
Bird, MEX, 3217e036-580f-43e9-947f-386bbdbe6693, 100, 14062, No update data, 9g3qw9v5227p
Bird, MEX, a09dfe52-2ac8-4394-a0d1-427be81b929b, 30, 3002, No update data, 9g3qw9mpg8xh
Bird, MEX, 7be253f1-98df-444f-bb78-c94be4855c59, 100, 14062, No update data, 9g3qw9ugpvpf
Bird, MEX, cc84af39-1037-48ba-921a-7bb6e045186d, 100, 14863, No update data, 9g3qw9ugpcdu
Bird, MEX, 6093caa0-6f73-4484-b0fd-3ada6e14c4cf, 63, 8216, No update data, 9g3qwdw8nt3u
Bird, MEX, d0bc1d82-1ec4-4d6a-88c0-bd1a40a31ad1, 42, 4898, No update data, 9g3qw9sd0s9r
Bird, MEX, c4ee7320-59c6-4111-b9fb-0f0ce8d547b9, 52, 6847, No update data, 9g3qwf7xpv1f
Bird, MEX, 8e9eb7a4-2fe5-490b-b124-794e45e57fdd, 55, 7348, No update data, 9g3qw9umv3fh
Bird, MEX, 0c753c79-ac65-45a6-ac17-1921b89a8f88, 64, 8851, No update data, 9g3qwb8n7rs5
Bird, MEX, 7f89b5e0-a7f5-4b1e-92dc-37463f8d0b2d, 72, 10187, No update data, 9g3qw8y5dq6m
Bird, MEX, 55e0578e-9e23-4ce2-b540-141ddd3efa90, 71, 10020, No update data, 9g3qw8y554vg
Bird, MEX, 21df8c8c-b63b-4ef2-b7c0-37822977782d, 100, 14062, No update data, 9g3qw9hsr21s
Bird, MEX, 858c8c65-bd75-4757-b743-65eaf262bab4, 100, 14062, No update data, 9g3qw9hsqby2
Bird, MEX, 9628308d-8daa-4fc9-8b91-ee8b0d8eb2fc, 100, 14062, No update data, 9g3qw9hsnnq9
Bird, MEX, 95257ab4-d2e1-49a3-93d6-1f0c9967c318, 47, 5688, No update data, 9g3qw9hehcnb
Bird, MEX, 67d0b05e-49fd-403e-9821-a18fbba5f025, 47, 6012, No update data, 9g3qw9hehc3f
Bird, MEX, 301c5d5b-c137-4adc-b6ee-b4ae37ba94b0, 75, 10112, No update data, 9g3qw8wfqe1z
Bird, MEX, 7a0be9c5-240b-456a-85e1-d535f5082711, 43, 5056, No update data, 9g3qw97xcv31
Bird, MEX, ad334bee-a4da-4972-b8c7-80cff8e1ef3e, 80, 11523, No update data, 9g3qw97xcmtg
Bird, MEX, 75dfb139-4b7d-4f70-a248-32d4fa1ec4de, 81, 11690, No update data, 9g3qw97xchp9
Bird, MEX, b26f3237-6d32-4931-9a0b-ec88cda0ae00, 80, 11523, No update data, 9g3qw97xbvk3
Bird, MEX, f280ec7c-18c2-40d4-a72a-28fbbed48156, 100, 14863, No update data, 9g3qwd5swjw9
Bird, MEX, 89569964-0901-4fb0-a90e-c6486117918a, 56, 7515, No update data, 9g3qw97rzq1r
Bird, MEX, 359e443a-f7a5-45ff-867c-82517e8af28a, 100, 14863, No update data, 9g3qwd5tj807
Bird, MEX, 49f32307-c005-417c-9464-dbddcdfa742c, 43, 5056, No update data, 9g3qwd52p39k
Bird, MEX, c0ff3d53-b8dd-4102-bc76-0adc1e445f89, 100, 14062, No update data, 9g3qw8tw8jy1
Bird, MEX, dfa1cab5-5ca6-449c-a595-00d280ef3f26, 100, 14062, No update data, 9g3qw8trjcgt
Bird, MEX, 0ffd2db5-92b4-4546-aa98-3a3bc0d0b5a8, 98, 13746, No update data, 9g3qw8tqx69w
Bird, MEX, 1b0993b4-50a1-4268-b662-9c09e0e4cb98, 66, 9185, No update data, 9g3qwdse5m7u
Bird, MEX, 75856d1b-80cd-44cb-b411-a9f2613e3b8b, 61, 8350, No update data, 9g3qwdse4sjt
Bird, MEX, eabf184b-e5e5-4b66-b357-cd8ea9259324, 62, 8517, No update data, 9g3qwds18s97
